Product_Record_ID,Product_ID,Category,Store_ID,Region,YearMonth,Source,Avg_Price,Avg_Competitor_Pricing,Avg_Discount,Total_Units_Sold,Total_Units_Ordered,Avg_Inventory_Level,Records,Supplier_ID
44,P0001,Clothing,S001,South,2023-08,retail_store_inventory,76.4,76.59,12.5,226,226,210.0,2,SUP-CAT1-0161
45,P0001,Clothing,S001,South,2023-10,retail_store_inventory,79.24,79.95,5.0,381,58,389.0,1,SUP-CAT1-0858
46,P0001,Clothing,S001,South,2023-11,retail_store_inventory,58.93,60.6,13.75,427,446,267.0,4,SUP-CAT1-0613
47,P0001,Clothing,S001,South,2023-12,retail_store_inventory,71.24,75.94,0.0,49,26,57.0,1,SUP-CAT1-0115
48,P0001,Clothing,S001,West,2022-01,retail_store_inventory,70.78,68.88,0.0,200,152,410.0,1,SUP-CAT1-0044
49,P0001,Clothing,S001,West,2022-03,retail_store_inventory,95.9,98.49,20.0,32,88,394.0,1,SUP-CAT1-0445
50,P0001,Clothing,S001,West,2022-04,retail_store_inventory,72.78,75.88,10.0,283,171,216.5,2,SUP-CAT1-0036
51,P0001,Clothing,S001,West,2022-05,retail_store_inventory,24.96,22.05,10.0,190,249,270.0,2,SUP-CAT1-0142
52,P0001,Clothing,S001,West,2022-06,retail_store_inventory,56.38,55.69,15.0,653,288,439.0,2,SUP-CAT1-0515
53,P0001,Clothing,S001,West,2022-07,retail_store_inventory,36.04,40.66,20.0,183,70,498.0,1,SUP-CAT1-0971
54,P0001,Clothing,S001,West,2022-08,retail_store_inventory,42.65,43.95,7.5,495,546,225.25,4,SUP-CAT1-0467
55,P0001,Clothing,S001,West,2022-09,retail_store_inventory,38.87,37.89,0.0,155,86,157.0,1,SUP-CAT1-0809
56,P0001,Clothing,S001,West,2022-10,retail_store_inventory,58.74,62.94,10.0,201,20,212.0,1,SUP-CAT1-0918
57,P0001,Clothing,S001,West,2022-11,retail_store_inventory,44.7,44.32,8.75,345,334,242.75,4,SUP-CAT1-0824
58,P0001,Clothing,S001,West,2022-12,retail_store_inventory,74.05,74.67,20.0,48,81,486.0,1,SUP-CAT1-0630
59,P0001,Clothing,S001,West,2023-01,retail_store_inventory,56.44,54.01,15.0,33,132,166.0,1,SUP-CAT1-0442
60,P0001,Clothing,S001,West,2023-02,retail_store_inventory,50.06,51.57,10.0,511,329,289.0,2,SUP-CAT1-0515
61,P0001,Clothing,S001,West,2023-03,retail_store_inventory,46.81,46.04,11.25,584,344,309.75,4,SUP-CAT1-0267
62,P0001,Clothing,S001,West,2023-04,retail_store_inventory,34.51,34.04,0.0,352,252,330.5,2,SUP-CAT1-0497
63,P0001,Clothing,S001,West,2023-05,retail_store_inventory,94.33,93.54,20.0,44,87,68.0,1,SUP-CAT1-0380
64,P0001,Clothing,S001,West,2023-06,retail_store_inventory,57.16,56.14,5.0,341,159,372.5,2,SUP-CAT1-0248
65,P0001,Clothing,S001,West,2023-07,retail_store_inventory,68.83,69.3,0.0,86,170,166.5,2,SUP-CAT1-0994
66,P0001,Clothing,S001,West,2023-08,retail_store_inventory,30.31,30.44,11.25,488,597,340.5,4,SUP-CAT1-0012
67,P0001,Clothing,S001,West,2023-09,retail_store_inventory,42.26,40.6,12.5,384,159,361.0,2,SUP-CAT1-0098
68,P0001,Clothing,S001,West,2023-10,retail_store_inventory,53.4,55.36,10.0,96,108,200.5,2,SUP-CAT1-0193
69,P0001,Clothing,S001,West,2023-12,retail_store_inventory,33.32,33.36,2.5,309,146,232.0,2,SUP-CAT1-0970
70,P0001,Clothing,S002,East,2022-01,retail_store_inventory,85.26,88.33,15.0,141,109,154.0,1,SUP-CAT1-0693
71,P0001,Clothing,S002,East,2022-02,retail_store_inventory,55.21,52.31,6.67,253,238,182.67,3,SUP-CAT1-0882
72,P0001,Clothing,S002,East,2022-03,retail_store_inventory,58.54,55.92,10.0,388,142,396.0,2,SUP-CAT1-0201
73,P0001,Clothing,S002,East,2022-04,retail_store_inventory,31.74,30.88,5.0,70,85,124.0,1,SUP-CAT1-0721
74,P0001,Clothing,S002,East,2022-05,retail_store_inventory,76.01,77.85,15.0,327,22,399.0,1,SUP-CAT1-0370
75,P0001,Clothing,S002,East,2022-06,retail_store_inventory,46.26,45.64,13.33,743,441,460.0,3,SUP-CAT1-0490
76,P0001,Clothing,S002,East,2022-08,retail_store_inventory,27.73,29.82,10.0,74,150,148.0,1,SUP-CAT1-0004
77,P0001,Clothing,S002,East,2022-09,retail_store_inventory,46.9,49.62,16.67,697,308,295.33,3,SUP-CAT1-0618
78,P0001,Clothing,S002,East,2022-10,retail_store_inventory,31.33,31.33,11.67,174,260,262.0,3,SUP-CAT1-0831
79,P0001,Clothing,S002,East,2022-12,retail_store_inventory,36.5,40.49,5.0,50,94,256.0,1,SUP-CAT1-0664
80,P0001,Clothing,S002,East,2023-01,retail_store_inventory,64.9,64.93,10.0,492,419,357.5,4,SUP-CAT1-0155
81,P0001,Clothing,S002,East,2023-02,retail_store_inventory,90.26,89.17,10.0,79,125,302.0,1,SUP-CAT1-0534
82,P0001,Clothing,S002,East,2023-05,retail_store_inventory,22.76,27.66,0.0,231,37,273.0,1,SUP-CAT1-0268
83,P0001,Clothing,S002,East,2023-06,retail_store_inventory,54.61,52.6,10.0,686,135,386.0,2,SUP-CAT1-0965
84,P0001,Clothing,S002,East,2023-07,retail_store_inventory,29.52,27.9,15.0,331,175,293.0,2,SUP-CAT1-0881
85,P0001,Clothing,S002,East,2023-08,retail_store_inventory,38.62,42.64,7.5,545,346,357.5,2,SUP-CAT1-0187
86,P0001,Clothing,S002,East,2023-09,retail_store_inventory,55.46,54.84,11.67,112,374,124.0,3,SUP-CAT1-0510
87,P0001,Clothing,S002,East,2023-10,retail_store_inventory,40.89,38.44,8.33,184,432,147.33,3,SUP-CAT1-0940
88,P0001,Clothing,S002,East,2023-11,retail_store_inventory,51.51,53.66,15.0,295,221,246.67,3,SUP-CAT1-0848
89,P0001,Clothing,S002,East,2023-12,retail_store_inventory,49.57,48.77,5.0,432,523,249.5,4,SUP-CAT1-0708
90,P0001,Clothing,S002,East,2024-01,retail_store_inventory,11.72,10.35,15.0,18,67,415.0,1,SUP-CAT1-0640
91,P0001,Clothing,S002,North,2022-01,retail_store_inventory,45.49,44.33,5.0,83,25,108.0,1,SUP-CAT1-0043
92,P0001,Clothing,S002,North,2022-02,retail_store_inventory,23.87,22.45,20.0,84,182,92.0,1,SUP-CAT1-0742
93,P0001,Clothing,S002,North,2022-03,retail_store_inventory,95.02,95.4,5.0,87,75,198.0,1,SUP-CAT1-0474
94,P0001,Clothing,S002,North,2022-04,retail_store_inventory,18.49,19.28,15.0,220,57,221.0,1,SUP-CAT1-0092
95,P0001,Clothing,S002,North,2022-05,retail_store_inventory,42.38,39.54,10.0,967,749,240.88,8,SUP-CAT1-0245
96,P0001,Clothing,S002,North,2022-07,retail_store_inventory,64.36,68.09,10.0,122,279,135.0,2,SUP-CAT1-0542
97,P0001,Clothing,S002,North,2022-08,retail_store_inventory,80.92,79.15,20.0,35,196,166.0,1,SUP-CAT1-0727
98,P0001,Clothing,S002,North,2022-09,retail_store_inventory,48.8,44.54,5.0,222,31,409.0,1,SUP-CAT1-0508
99,P0001,Clothing,S002,North,2022-11,retail_store_inventory,51.51,52.18,10.0,83,207,205.0,2,SUP-CAT1-0613
100,P0001,Clothing,S002,North,2022-12,retail_store_inventory,56.18,56.28,15.0,447,263,318.0,2,SUP-CAT1-0872
101,P0001,Clothing,S002,North,2023-01,retail_store_inventory,17.29,17.78,15.0,26,117,238.0,1,SUP-CAT1-0687
102,P0001,Clothing,S002,North,2023-02,retail_store_inventory,43.15,45.43,10.0,374,321,245.0,3,SUP-CAT1-0362
103,P0001,Clothing,S002,North,2023-03,retail_store_inventory,53.81,57.27,20.0,163,52,429.0,1,SUP-CAT1-0644
104,P0001,Clothing,S002,North,2023-04,retail_store_inventory,52.9,51.76,12.5,248,193,159.0,2,SUP-CAT1-0599
105,P0001,Clothing,S002,North,2023-05,retail_store_inventory,21.6,20.18,10.0,371,60,376.0,1,SUP-CAT1-0109
106,P0001,Clothing,S002,North,2023-06,retail_store_inventory,87.03,87.29,20.0,15,166,381.0,1,SUP-CAT1-0060
107,P0001,Clothing,S002,North,2023-10,retail_store_inventory,63.33,64.51,10.0,13,154,122.0,1,SUP-CAT1-0661
108,P0001,Clothing,S002,North,2023-11,retail_store_inventory,36.22,32.41,2.5,193,201,118.0,2,SUP-CAT1-0388
109,P0001,Clothing,S002,North,2023-12,retail_store_inventory,32.33,31.28,10.0,411,106,312.5,2,SUP-CAT1-0599
110,P0001,Clothing,S002,South,2022-01,retail_store_inventory,55.05,57.6,15.0,27,157,62.0,2,SUP-CAT1-0324
111,P0001,Clothing,S002,South,2022-02,retail_store_inventory,93.65,98.53,0.0,65,98,109.0,1,SUP-CAT1-0226
112,P0001,Clothing,S002,South,2022-03,retail_store_inventory,39.7,39.5,15.0,12,58,50.0,1,SUP-CAT1-0151
113,P0001,Clothing,S002,South,2022-04,retail_store_inventory,96.84,97.6,20.0,88,75,131.0,1,SUP-CAT1-0382
114,P0001,Clothing,S002,South,2022-06,retail_store_inventory,49.65,48.76,13.75,657,348,347.75,4,SUP-CAT1-0817
115,P0001,Clothing,S002,South,2022-07,retail_store_inventory,63.51,66.13,15.0,268,95,421.0,1,SUP-CAT1-0401
116,P0001,Clothing,S002,South,2022-08,retail_store_inventory,19.9,17.52,20.0,36,153,215.0,1,SUP-CAT1-0380
117,P0001,Clothing,S002,South,2022-10,retail_store_inventory,67.04,64.9,15.0,529,195,439.0,2,SUP-CAT1-0576
118,P0001,Clothing,S002,South,2022-11,retail_store_inventory,97.38,99.92,2.5,132,148,367.5,2,SUP-CAT1-0979
119,P0001,Clothing,S002,South,2022-12,retail_store_inventory,41.91,43.36,10.0,859,291,314.33,3,SUP-CAT1-0393
120,P0001,Clothing,S002,South,2023-01,retail_store_inventory,94.42,91.33,10.0,10,195,109.0,1,SUP-CAT1-0590
121,P0001,Clothing,S002,South,2023-02,retail_store_inventory,55.17,57.89,5.0,67,86,209.0,1,SUP-CAT1-0440
122,P0001,Clothing,S002,South,2023-03,retail_store_inventory,59.04,56.22,0.0,205,128,210.0,1,SUP-CAT1-0606
123,P0001,Clothing,S002,South,2023-04,retail_store_inventory,62.19,64.3,13.33,886,483,346.67,3,SUP-CAT1-0446
124,P0001,Clothing,S002,South,2023-05,retail_store_inventory,54.2,53.11,10.0,87,101,217.0,1,SUP-CAT1-0638
125,P0001,Clothing,S002,South,2023-06,retail_store_inventory,36.67,35.17,10.0,446,308,224.67,3,SUP-CAT1-0548
126,P0001,Clothing,S002,South,2023-07,retail_store_inventory,68.18,64.65,5.0,5,187,74.0,1,SUP-CAT1-0677
127,P0001,Clothing,S002,South,2023-08,retail_store_inventory,25.26,23.73,8.33,580,250,257.33,3,SUP-CAT1-0957
128,P0001,Clothing,S002,South,2023-09,retail_store_inventory,40.34,41.57,8.33,490,413,228.33,3,SUP-CAT1-0151
129,P0001,Clothing,S002,South,2023-10,retail_store_inventory,84.92,84.72,10.0,675,261,430.0,2,SUP-CAT1-0562
130,P0001,Clothing,S002,South,2023-11,retail_store_inventory,13.27,16.7,0.0,132,92,171.0,1,SUP-CAT1-0441
131,P0001,Clothing,S002,West,2022-01,retail_store_inventory,62.09,59.01,0.0,19,163,79.0,1,SUP-CAT1-0358
132,P0001,Clothing,S002,West,2022-02,retail_store_inventory,18.52,22.49,10.0,51,77,93.0,1,SUP-CAT1-0240
133,P0001,Clothing,S002,West,2022-03,retail_store_inventory,46.25,48.32,10.0,131,218,211.5,2,SUP-CAT1-0053
134,P0001,Clothing,S002,West,2022-04,retail_store_inventory,66.17,67.18,1.67,699,439,312.33,3,SUP-CAT1-0403
135,P0001,Clothing,S002,West,2022-05,retail_store_inventory,72.1,74.5,5.0,103,54,107.0,1,SUP-CAT1-0827
136,P0001,Clothing,S002,West,2022-07,retail_store_inventory,72.49,71.06,5.0,16,61,252.0,1,SUP-CAT1-0097
137,P0001,Clothing,S002,West,2022-08,retail_store_inventory,50.55,52.6,14.0,891,404,237.0,5,SUP-CAT1-0407
138,P0001,Clothing,S002,West,2022-09,retail_store_inventory,65.91,67.66,5.0,233,141,488.0,1,SUP-CAT1-0968
139,P0001,Clothing,S002,West,2022-10,retail_store_inventory,45.15,40.67,10.0,81,132,374.0,1,SUP-CAT1-0952
140,P0001,Clothing,S002,West,2022-11,retail_store_inventory,17.8,16.51,5.0,92,98,120.0,1,SUP-CAT1-0216
141,P0001,Clothing,S002,West,2023-02,retail_store_inventory,59.12,57.7,10.0,292,240,297.33,3,SUP-CAT1-0008
142,P0001,Clothing,S002,West,2023-03,retail_store_inventory,82.97,86.48,0.0,245,174,251.0,1,SUP-CAT1-0672
143,P0001,Clothing,S002,West,2023-05,retail_store_inventory,42.12,47.07,15.0,143,36,385.0,1,SUP-CAT1-0015
144,P0001,Clothing,S002,West,2023-06,retail_store_inventory,46.64,47.3,7.5,42,208,116.5,2,SUP-CAT1-0301
145,P0001,Clothing,S002,West,2023-07,retail_store_inventory,54.2,55.1,7.5,693,316,421.5,2,SUP-CAT1-0498
146,P0001,Clothing,S002,West,2023-08,retail_store_inventory,61.66,59.52,13.33,169,410,180.33,3,SUP-CAT1-0875
147,P0001,Clothing,S002,West,2023-09,retail_store_inventory,65.9,68.18,15.0,280,155,324.0,1,SUP-CAT1-0093
148,P0001,Clothing,S002,West,2023-10,retail_store_inventory,65.45,63.28,15.0,345,113,315.0,2,SUP-CAT1-0663
149,P0001,Clothing,S002,West,2023-11,retail_store_inventory,33.41,29.22,20.0,175,92,242.0,1,SUP-CAT1-0534
150,P0001,Clothing,S002,West,2023-12,retail_store_inventory,49.57,49.57,5.0,424,375,339.0,2,SUP-CAT1-0132
151,P0001,Clothing,S003,East,2022-01,retail_store_inventory,84.48,89.23,0.0,112,66,139.0,1,SUP-CAT1-0846
152,P0001,Clothing,S003,East,2022-02,retail_store_inventory,80.57,82.34,5.0,8,104,315.0,1,SUP-CAT1-0846
153,P0001,Clothing,S003,East,2022-03,retail_store_inventory,51.9,51.44,7.5,443,108,259.0,2,SUP-CAT1-0483
154,P0001,Clothing,S003,East,2022-04,retail_store_inventory,71.56,71.49,15.0,87,112,264.0,1,SUP-CAT1-0945
155,P0001,Clothing,S003,East,2022-05,retail_store_inventory,57.93,54.8,0.0,18,196,100.0,1,SUP-CAT1-0607
156,P0001,Clothing,S003,East,2022-06,retail_store_inventory,97.37,93.03,15.0,55,110,232.0,1,SUP-CAT1-0904
157,P0001,Clothing,S003,East,2022-07,retail_store_inventory,53.42,49.07,5.0,80,171,331.0,2,SUP-CAT1-0961
158,P0001,Clothing,S003,East,2022-09,retail_store_inventory,12.9,8.06,10.0,63,60,225.0,1,SUP-CAT1-0570
159,P0001,Clothing,S003,East,2022-10,retail_store_inventory,67.81,70.47,15.0,187,51,207.0,1,SUP-CAT1-0281
160,P0001,Clothing,S003,East,2022-11,retail_store_inventory,81.33,82.56,0.0,97,198,349.0,1,SUP-CAT1-0146
161,P0001,Clothing,S003,East,2022-12,retail_store_inventory,33.1,30.76,5.0,92,82,217.5,2,SUP-CAT1-0563
162,P0001,Clothing,S003,East,2023-01,retail_store_inventory,19.8,20.59,7.5,261,234,295.0,2,SUP-CAT1-0193
163,P0001,Clothing,S003,East,2023-03,retail_store_inventory,71.92,69.8,15.0,148,325,253.5,2,SUP-CAT1-0751
164,P0001,Clothing,S003,East,2023-04,retail_store_inventory,36.82,36.7,11.67,406,379,236.0,3,SUP-CAT1-0928
165,P0001,Clothing,S003,East,2023-05,retail_store_inventory,32.35,30.67,10.0,521,296,263.0,3,SUP-CAT1-0246
166,P0001,Clothing,S003,East,2023-06,retail_store_inventory,34.05,38.29,0.0,48,54,75.0,1,SUP-CAT1-0553
167,P0001,Clothing,S003,East,2023-07,retail_store_inventory,53.5,57.97,10.0,360,70,428.0,1,SUP-CAT1-0050
168,P0001,Clothing,S003,East,2023-09,retail_store_inventory,16.18,19.97,5.0,102,170,427.0,1,SUP-CAT1-0181
169,P0001,Clothing,S003,East,2023-10,retail_store_inventory,58.16,62.1,15.0,598,257,283.0,3,SUP-CAT1-0378
170,P0001,Clothing,S003,East,2023-11,retail_store_inventory,79.32,75.01,5.0,320,149,390.0,1,SUP-CAT1-0885
171,P0001,Clothing,S003,East,2023-12,retail_store_inventory,79.65,79.96,15.0,292,292,291.67,3,SUP-CAT1-0970
172,P0001,Clothing,S003,North,2022-01,retail_store_inventory,63.89,65.12,8.33,145,519,296.0,3,SUP-CAT1-0642
173,P0001,Clothing,S003,North,2022-02,retail_store_inventory,13.4,15.27,20.0,13,77,127.0,1,SUP-CAT1-0584
174,P0001,Clothing,S003,North,2022-03,retail_store_inventory,23.6,21.72,13.33,63,265,178.33,3,SUP-CAT1-0570
175,P0001,Clothing,S003,North,2022-04,retail_store_inventory,58.06,60.33,11.67,313,331,217.67,3,SUP-CAT1-0061
176,P0001,Clothing,S003,North,2022-05,retail_store_inventory,70.75,70.39,10.0,72,53,182.0,1,SUP-CAT1-0377
177,P0001,Clothing,S003,North,2022-06,retail_store_inventory,73.3,72.44,7.5,94,196,386.0,2,SUP-CAT1-0984
178,P0001,Clothing,S003,North,2022-07,retail_store_inventory,87.94,86.78,15.0,68,196,269.0,2,SUP-CAT1-0411
179,P0001,Clothing,S003,North,2022-08,retail_store_inventory,69.27,72.05,10.0,210,472,209.33,3,SUP-CAT1-0214
180,P0001,Clothing,S003,North,2022-09,retail_store_inventory,37.25,36.51,10.0,123,39,285.0,1,SUP-CAT1-0240
181,P0001,Clothing,S003,North,2022-10,retail_store_inventory,68.0,65.17,2.5,237,257,330.5,2,SUP-CAT1-0714
182,P0001,Clothing,S003,North,2022-11,retail_store_inventory,84.2,84.58,20.0,90,34,186.0,1,SUP-CAT1-0039
183,P0001,Clothing,S003,North,2022-12,retail_store_inventory,66.69,63.77,11.67,337,454,165.67,3,SUP-CAT1-0970
184,P0001,Clothing,S003,North,2023-01,retail_store_inventory,73.04,71.85,5.0,354,185,478.0,1,SUP-CAT1-0877
185,P0001,Clothing,S003,North,2023-02,retail_store_inventory,56.53,55.92,8.33,514,338,357.33,3,SUP-CAT1-0568
186,P0001,Clothing,S003,North,2023-03,retail_store_inventory,82.51,80.34,0.0,44,186,368.0,2,SUP-CAT1-0468
187,P0001,Clothing,S003,North,2023-04,retail_store_inventory,64.92,67.61,15.0,193,173,280.5,2,SUP-CAT1-0762
188,P0001,Clothing,S003,North,2023-05,retail_store_inventory,46.76,46.41,2.5,84,192,295.0,2,SUP-CAT1-0548
189,P0001,Clothing,S003,North,2023-06,retail_store_inventory,74.29,77.59,10.0,219,233,218.5,2,SUP-CAT1-0478
190,P0001,Clothing,S003,North,2023-07,retail_store_inventory,65.82,67.06,10.0,535,451,362.33,3,SUP-CAT1-0323
191,P0001,Clothing,S003,North,2023-08,retail_store_inventory,76.08,74.64,17.5,386,157,277.5,2,SUP-CAT1-0447
192,P0001,Clothing,S003,North,2023-09,retail_store_inventory,46.1,50.79,7.5,97,322,95.0,2,SUP-CAT1-0752
193,P0001,Clothing,S003,North,2023-12,retail_store_inventory,29.46,30.69,6.67,542,496,331.67,3,SUP-CAT1-0056
194,P0001,Clothing,S003,South,2022-01,retail_store_inventory,72.98,71.51,15.0,537,163,330.5,2,SUP-CAT1-0026
195,P0001,Clothing,S003,South,2022-02,retail_store_inventory,96.69,98.76,20.0,60,183,227.0,1,SUP-CAT1-0721
196,P0001,Clothing,S003,South,2022-03,retail_store_inventory,47.1,49.56,11.25,627,532,266.75,4,SUP-CAT1-0373
197,P0001,Clothing,S003,South,2022-04,retail_store_inventory,84.86,85.01,20.0,167,144,215.0,1,SUP-CAT1-0804
198,P0001,Clothing,S003,South,2022-05,retail_store_inventory,78.28,74.66,20.0,125,110,246.0,1,SUP-CAT1-0031
199,P0001,Clothing,S003,South,2022-06,retail_store_inventory,65.66,65.99,15.0,216,132,169.5,2,SUP-CAT1-0908
200,P0001,Clothing,S003,South,2022-07,retail_store_inventory,74.51,77.56,7.5,206,323,264.5,2,SUP-CAT1-0123
201,P0001,Clothing,S003,South,2022-08,retail_store_inventory,52.87,53.24,0.0,191,83,276.0,1,SUP-CAT1-0416
202,P0001,Clothing,S003,South,2022-09,retail_store_inventory,61.86,59.28,12.5,159,230,151.5,2,SUP-CAT1-0968
203,P0001,Clothing,S003,South,2022-10,retail_store_inventory,53.05,53.22,15.0,786,368,314.0,3,SUP-CAT1-0109
204,P0001,Clothing,S003,South,2022-11,retail_store_inventory,71.35,69.54,20.0,28,145,497.0,1,SUP-CAT1-0658
205,P0001,Clothing,S003,South,2022-12,retail_store_inventory,74.42,72.38,0.0,484,224,419.0,2,SUP-CAT1-0728
206,P0001,Clothing,S003,South,2023-01,retail_store_inventory,65.92,69.95,10.0,172,188,365.0,1,SUP-CAT1-0429
207,P0001,Clothing,S003,South,2023-03,retail_store_inventory,44.12,46.54,10.0,388,154,398.0,2,SUP-CAT1-0080
208,P0001,Clothing,S003,South,2023-05,retail_store_inventory,62.56,61.0,12.5,161,227,139.5,2,SUP-CAT1-0524
209,P0001,Clothing,S003,South,2023-06,retail_store_inventory,92.36,88.25,0.0,14,118,149.0,1,SUP-CAT1-0434
210,P0001,Clothing,S003,South,2023-07,retail_store_inventory,34.09,32.9,5.0,421,360,329.33,3,SUP-CAT1-0873
211,P0001,Clothing,S003,South,2023-08,retail_store_inventory,75.55,76.35,15.0,606,138,375.5,2,SUP-CAT1-0683
212,P0001,Clothing,S003,South,2023-10,retail_store_inventory,68.57,67.0,2.5,407,207,292.5,2,SUP-CAT1-0345
213,P0001,Clothing,S003,West,2022-01,retail_store_inventory,49.26,50.06,8.33,519,399,293.67,3,SUP-CAT1-0059
214,P0001,Clothing,S003,West,2022-03,retail_store_inventory,36.67,40.41,20.0,2,131,469.0,1,SUP-CAT1-0591
215,P0001,Clothing,S003,West,2022-04,retail_store_inventory,99.86,95.17,10.0,163,188,269.0,1,SUP-CAT1-0280
