Supplier_ID,Supplier_Name,Category_Supplied,City,Region_Based,Contact_Email,Lead_Time_Days,Min_Order_Qty,Reliability_Score
SUP-CAT1-0019,Threadline Ltd. #19,Clothing,Portland,North,contact19@threadline.com,7,181,0.92
SUP-CAT1-0020,Fabricraft Group #20,Clothing,Newark,Central,contact20@wovenwear.com,15,1758,0.97
SUP-CAT1-0021,Fabricraft Trading #21,Clothing,Portland,Central,contact21@urbanstitch.com,18,52,0.88
SUP-CAT1-0022,Fabricraft Inc. #22,Clothing,Dallas,South,contact22@northwindapparel.com,3,1929,0.93
SUP-CAT1-0023,UrbanStitch Trading #23,Clothing,Chicago,Central,contact23@threadline.com,26,1743,0.81
SUP-CAT1-0024,Fabricraft Wholesale #24,Clothing,Phoenix,North,contact24@wovenwear.com,29,286,0.9
SUP-CAT1-0025,Wovenwear Inc. #25,Clothing,Columbus,Central,contact25@northwindapparel.com,26,1416,0.92
SUP-CAT1-0026,Northwind Apparel Partners #26,Clothing,Rotterdam,South,contact26@fabricraft.com,13,1023,0.88
SUP-CAT1-0027,Fabricraft Group #27,Clothing,Hanoi,East,contact27@northwindapparel.com,8,1336,0.88
SUP-CAT1-0028,Threadline Partners #28,Clothing,Rotterdam,North,contact28@fabricraft.com,21,1825,0.93
SUP-CAT1-0029,Northwind Apparel LLC #29,Clothing,Atlanta,Central,contact29@northwindapparel.com,27,809,0.93
SUP-CAT1-0030,Threadline Ltd. #30,Clothing,Atlanta,West,contact30@wovenwear.com,14,1709,0.89
SUP-CAT1-0031,UrbanStitch Trading #31,Clothing,Seattle,West,contact31@fabricraft.com,4,855,0.81
SUP-CAT1-0032,Fabricraft Partners #32,Clothing,Miami,East,contact32@wovenwear.com,10,340,0.82
SUP-CAT1-0033,Northwind Apparel Ltd. #33,Clothing,Shenzhen,East,contact33@threadline.com,30,201,0.93
SUP-CAT1-0034,Wovenwear Trading #34,Clothing,Seattle,South,contact34@wovenwear.com,29,90,0.89
SUP-CAT1-0035,Threadline Distributors #35,Clothing,Osaka,Central,contact35@northwindapparel.com,12,54,0.87
SUP-CAT1-0036,Wovenwear Group #36,Clothing,Rotterdam,East,contact36@threadline.com,29,681,0.9
SUP-CAT1-0037,Northwind Apparel Wholesale #37,Clothing,Atlanta,South,contact37@urbanstitch.com,6,636,0.9
SUP-CAT1-0038,Northwind Apparel Co. #38,Clothing,Rotterdam,South,contact38@northwindapparel.com,19,581,0.91
SUP-CAT1-0039,UrbanStitch Inc. #39,Clothing,Miami,East,contact39@fabricraft.com,27,797,0.96
SUP-CAT1-0040,Threadline Partners #40,Clothing,Osaka,West,contact40@wovenwear.com,29,795,0.94
SUP-CAT1-0041,Threadline Group #41,Clothing,Denver,West,contact41@northwindapparel.com,21,1418,0.85
SUP-CAT1-0042,UrbanStitch Wholesale #42,Clothing,Seattle,South,contact42@wovenwear.com,6,1610,0.86
SUP-CAT1-0043,Fabricraft Partners #43,Clothing,Newark,North,contact43@wovenwear.com,11,1859,0.91
SUP-CAT1-0044,Threadline Supply Chain #44,Clothing,Mumbai,East,contact44@northwindapparel.com,6,898,0.84
SUP-CAT1-0045,Fabricraft LLC #45,Clothing,Miami,North,contact45@threadline.com,11,932,0.82
SUP-CAT1-0046,Fabricraft Group #46,Clothing,Seattle,West,contact46@northwindapparel.com,25,1227,0.91
SUP-CAT1-0047,UrbanStitch Wholesale #47,Clothing,Dallas,Central,contact47@threadline.com,13,778,0.93
SUP-CAT1-0048,Wovenwear Trading #48,Clothing,Shenzhen,North,contact48@urbanstitch.com,19,147,0.98
SUP-CAT1-0049,Fabricraft Wholesale #49,Clothing,Seattle,Central,contact49@northwindapparel.com,29,631,0.85
SUP-CAT1-0050,Northwind Apparel Supply Chain #50,Clothing,Columbus,North,contact50@wovenwear.com,19,342,0.91
SUP-CAT1-0051,UrbanStitch Co. #51,Clothing,Newark,South,contact51@wovenwear.com,11,1060,0.97
SUP-CAT1-0052,Northwind Apparel Supply Chain #52,Clothing,Mumbai,North,contact52@wovenwear.com,24,396,0.92
SUP-CAT1-0053,Wovenwear Distributors #53,Clothing,Atlanta,Central,contact53@fabricraft.com,8,692,0.88
SUP-CAT1-0054,Fabricraft Supply Chain #54,Clothing,Rotterdam,North,contact54@fabricraft.com,8,1035,0.85
SUP-CAT1-0055,Fabricraft Ltd. #55,Clothing,Portland,Central,contact55@northwindapparel.com,15,1097,0.97
SUP-CAT1-0056,Fabricraft Partners #56,Clothing,Miami,North,contact56@wovenwear.com,28,373,0.95
SUP-CAT1-0057,Northwind Apparel Inc. #57,Clothing,Mumbai,West,contact57@fabricraft.com,15,1806,0.87
SUP-CAT1-0058,Wovenwear Group #58,Clothing,Hanoi,West,contact58@fabricraft.com,30,206,0.92
SUP-CAT1-0059,Fabricraft Co. #59,Clothing,Shenzhen,West,contact59@fabricraft.com,24,1871,0.83
SUP-CAT1-0060,Fabricraft Trading #60,Clothing,Hanoi,Central,contact60@wovenwear.com,15,1879,0.95
SUP-CAT1-0061,Fabricraft Co. #61,Clothing,Osaka,Central,contact61@wovenwear.com,14,1654,0.85
SUP-CAT1-0062,Threadline Partners #62,Clothing,Shenzhen,East,contact62@wovenwear.com,21,766,0.84
SUP-CAT1-0063,UrbanStitch Supply Chain #63,Clothing,Atlanta,North,contact63@fabricraft.com,7,413,0.89
SUP-CAT1-0064,Threadline Inc. #64,Clothing,Chicago,West,contact64@wovenwear.com,9,1986,0.96
SUP-CAT1-0065,UrbanStitch Group #65,Clothing,Seattle,West,contact65@threadline.com,28,1895,0.98
SUP-CAT1-0066,Wovenwear Group #66,Clothing,Shenzhen,South,contact66@fabricraft.com,17,594,0.84
SUP-CAT1-0067,Fabricraft LLC #67,Clothing,Dallas,South,contact67@threadline.com,19,323,0.81
SUP-CAT1-0068,UrbanStitch Trading #68,Clothing,Seattle,West,contact68@wovenwear.com,17,920,0.86
SUP-CAT1-0069,Northwind Apparel Wholesale #69,Clothing,Seattle,South,contact69@threadline.com,24,331,0.97
SUP-CAT1-0070,UrbanStitch LLC #70,Clothing,Atlanta,North,contact70@northwindapparel.com,13,1404,0.91
SUP-CAT1-0071,Threadline LLC #71,Clothing,Rotterdam,Central,contact71@northwindapparel.com,28,731,0.94
SUP-CAT1-0072,Northwind Apparel Supply Chain #72,Clothing,Shenzhen,East,contact72@urbanstitch.com,21,523,0.88
SUP-CAT1-0073,Threadline Supply Chain #73,Clothing,Miami,North,contact73@wovenwear.com,20,1378,0.84
SUP-CAT1-0074,Fabricraft Co. #74,Clothing,Miami,East,contact74@fabricraft.com,9,1665,0.8
SUP-CAT1-0075,Threadline LLC #75,Clothing,Seattle,West,contact75@urbanstitch.com,11,1906,0.97
SUP-CAT1-0076,Threadline Trading #76,Clothing,Rotterdam,East,contact76@fabricraft.com,5,1341,0.89
SUP-CAT1-0077,UrbanStitch Partners #77,Clothing,Atlanta,West,contact77@urbanstitch.com,14,1579,0.82
SUP-CAT1-0078,Northwind Apparel Supply Chain #78,Clothing,Hanoi,South,contact78@threadline.com,22,1675,0.96
SUP-CAT1-0079,Wovenwear Partners #79,Clothing,Dallas,North,contact79@wovenwear.com,30,1631,0.98
SUP-CAT1-0080,Threadline Ltd. #80,Clothing,Chicago,Central,contact80@urbanstitch.com,15,1769,0.96
SUP-CAT1-0081,UrbanStitch Wholesale #81,Clothing,Shenzhen,Central,contact81@fabricraft.com,9,122,0.84
SUP-CAT1-0082,Threadline Ltd. #82,Clothing,Hanoi,West,contact82@threadline.com,24,1571,0.81
SUP-CAT1-0083,Wovenwear Ltd. #83,Clothing,Miami,North,contact83@wovenwear.com,27,1361,0.81
SUP-CAT1-0084,Threadline Partners #84,Clothing,Chicago,North,contact84@urbanstitch.com,16,400,0.93
SUP-CAT1-0085,Northwind Apparel Inc. #85,Clothing,Osaka,Central,contact85@wovenwear.com,12,843,0.86
SUP-CAT1-0086,UrbanStitch Inc. #86,Clothing,Chicago,North,contact86@northwindapparel.com,11,1611,0.87
SUP-CAT1-0087,Wovenwear Partners #87,Clothing,Hanoi,North,contact87@wovenwear.com,15,442,0.94
SUP-CAT1-0088,Threadline Partners #88,Clothing,Rotterdam,South,contact88@fabricraft.com,13,625,0.84
SUP-CAT1-0089,Fabricraft Wholesale #89,Clothing,Miami,West,contact89@northwindapparel.com,10,1164,0.82
SUP-CAT1-0090,Fabricraft Distributors #90,Clothing,Dallas,East,contact90@urbanstitch.com,9,1606,0.89
SUP-CAT1-0091,UrbanStitch Partners #91,Clothing,Columbus,East,contact91@fabricraft.com,19,1911,0.89
SUP-CAT1-0092,Wovenwear Group #92,Clothing,Columbus,West,contact92@wovenwear.com,18,1979,0.92
SUP-CAT1-0093,Threadline Supply Chain #93,Clothing,Chicago,North,contact93@threadline.com,15,297,0.88
SUP-CAT1-0094,Fabricraft Ltd. #94,Clothing,Denver,East,contact94@wovenwear.com,17,506,0.93
SUP-CAT1-0095,Northwind Apparel Ltd. #95,Clothing,Dallas,East,contact95@urbanstitch.com,30,551,0.82
SUP-CAT1-0096,Fabricraft Partners #96,Clothing,Mumbai,North,contact96@wovenwear.com,29,132,0.92
SUP-CAT1-0097,Fabricraft Ltd. #97,Clothing,Hanoi,West,contact97@northwindapparel.com,20,620,0.98
SUP-CAT1-0098,Wovenwear Partners #98,Clothing,Shenzhen,North,contact98@urbanstitch.com,16,892,0.86
SUP-CAT1-0099,UrbanStitch LLC #99,Clothing,Dallas,South,contact99@wovenwear.com,27,1950,0.8
SUP-CAT1-0100,Threadline Wholesale #100,Clothing,Portland,East,contact100@urbanstitch.com,3,98,0.99
SUP-CAT1-0101,Wovenwear Group #101,Clothing,Seattle,East,contact101@northwindapparel.com,23,1685,0.89
SUP-CAT1-0102,Threadline Co. #102,Clothing,Rotterdam,South,contact102@northwindapparel.com,8,1451,0.8
SUP-CAT1-0103,Northwind Apparel Partners #103,Clothing,Denver,West,contact103@threadline.com,14,875,0.91
SUP-CAT1-0104,Threadline Inc. #104,Clothing,Osaka,West,contact104@northwindapparel.com,3,803,0.89
SUP-CAT1-0105,Northwind Apparel Group #105,Clothing,Denver,South,contact105@threadline.com,16,1268,0.91
SUP-CAT1-0106,Fabricraft Co. #106,Clothing,Phoenix,North,contact106@wovenwear.com,6,1681,0.9
SUP-CAT1-0107,Threadline Trading #107,Clothing,Newark,East,contact107@northwindapparel.com,12,1192,0.96
SUP-CAT1-0108,Threadline Wholesale #108,Clothing,Portland,East,contact108@wovenwear.com,27,739,0.93
SUP-CAT1-0109,Fabricraft Distributors #109,Clothing,Newark,West,contact109@urbanstitch.com,15,1475,0.8
SUP-CAT1-0110,Northwind Apparel Distributors #110,Clothing,Dallas,North,contact110@northwindapparel.com,13,878,0.87
SUP-CAT1-0111,Fabricraft Wholesale #111,Clothing,Phoenix,Central,contact111@northwindapparel.com,14,828,0.92
SUP-CAT1-0112,Fabricraft Wholesale #112,Clothing,Columbus,East,contact112@northwindapparel.com,18,1590,0.87
SUP-CAT1-0113,Threadline Distributors #113,Clothing,Newark,West,contact113@threadline.com,29,68,0.89
SUP-CAT1-0114,Fabricraft Trading #114,Clothing,Osaka,North,contact114@wovenwear.com,7,1474,0.96
SUP-CAT1-0115,UrbanStitch Ltd. #115,Clothing,Dallas,East,contact115@wovenwear.com,11,1155,0.92
SUP-CAT1-0116,Threadline Inc. #116,Clothing,Phoenix,North,contact116@wovenwear.com,25,1640,0.81
SUP-CAT1-0117,Wovenwear Trading #117,Clothing,Seattle,West,contact117@threadline.com,26,341,0.88
SUP-CAT1-0118,Fabricraft Ltd. #118,Clothing,Shenzhen,West,contact118@wovenwear.com,26,622,0.93
SUP-CAT1-0119,Wovenwear Group #119,Clothing,Hanoi,East,contact119@wovenwear.com,16,917,0.97
SUP-CAT1-0120,Fabricraft Co. #120,Clothing,Hanoi,West,contact120@northwindapparel.com,14,173,0.82
SUP-CAT1-0121,Fabricraft Inc. #121,Clothing,Atlanta,South,contact121@northwindapparel.com,8,1333,0.87
SUP-CAT1-0122,Fabricraft Partners #122,Clothing,Mumbai,West,contact122@threadline.com,8,294,0.93
SUP-CAT1-0123,UrbanStitch Distributors #123,Clothing,Miami,North,contact123@urbanstitch.com,27,308,0.9
SUP-CAT1-0124,Fabricraft Group #124,Clothing,Columbus,North,contact124@northwindapparel.com,3,332,0.83
SUP-CAT1-0125,Northwind Apparel LLC #125,Clothing,Hanoi,Central,contact125@wovenwear.com,27,600,0.88
SUP-CAT1-0126,Fabricraft Group #126,Clothing,Portland,Central,contact126@northwindapparel.com,10,313,0.89
SUP-CAT1-0127,Threadline Inc. #127,Clothing,Phoenix,East,contact127@urbanstitch.com,17,1238,0.95
SUP-CAT1-0128,Northwind Apparel Supply Chain #128,Clothing,Newark,South,contact128@threadline.com,5,1330,0.97
SUP-CAT1-0129,Fabricraft Inc. #129,Clothing,Portland,North,contact129@fabricraft.com,20,755,0.84
SUP-CAT1-0130,Wovenwear LLC #130,Clothing,Columbus,North,contact130@northwindapparel.com,29,67,0.98
SUP-CAT1-0131,Threadline Partners #131,Clothing,Dallas,West,contact131@urbanstitch.com,4,1548,0.94
SUP-CAT1-0132,UrbanStitch Group #132,Clothing,Newark,North,contact132@wovenwear.com,21,1995,0.85
SUP-CAT1-0133,Threadline Ltd. #133,Clothing,Seattle,South,contact133@fabricraft.com,21,1147,0.98
SUP-CAT1-0134,Wovenwear LLC #134,Clothing,Hanoi,East,contact134@urbanstitch.com,4,461,0.86
SUP-CAT1-0135,UrbanStitch Co. #135,Clothing,Mumbai,East,contact135@fabricraft.com,5,602,0.92
SUP-CAT1-0136,UrbanStitch Trading #136,Clothing,Shenzhen,South,contact136@urbanstitch.com,8,1348,0.86
SUP-CAT1-0137,Northwind Apparel LLC #137,Clothing,Dallas,West,contact137@fabricraft.com,6,572,0.82
SUP-CAT1-0138,Fabricraft Distributors #138,Clothing,Mumbai,West,contact138@threadline.com,18,508,0.93
SUP-CAT1-0139,UrbanStitch Inc. #139,Clothing,Dallas,Central,contact139@fabricraft.com,29,1203,0.93
SUP-CAT1-0140,Northwind Apparel Group #140,Clothing,Miami,Central,contact140@fabricraft.com,24,702,0.98
SUP-CAT1-0141,UrbanStitch Ltd. #141,Clothing,Rotterdam,Central,contact141@urbanstitch.com,16,1338,0.9
SUP-CAT1-0142,Threadline Co. #142,Clothing,Shenzhen,North,contact142@northwindapparel.com,23,503,0.82
SUP-CAT1-0143,Wovenwear Supply Chain #143,Clothing,Denver,North,contact143@threadline.com,30,412,0.87
SUP-CAT1-0144,Threadline Ltd. #144,Clothing,Osaka,Central,contact144@wovenwear.com,28,477,0.81
SUP-CAT1-0145,Wovenwear Partners #145,Clothing,Columbus,South,contact145@fabricraft.com,26,1169,0.86
SUP-CAT1-0146,Fabricraft Trading #146,Clothing,Phoenix,North,contact146@northwindapparel.com,30,391,0.83
SUP-CAT1-0147,UrbanStitch Partners #147,Clothing,Columbus,South,contact147@threadline.com,25,1087,0.89
SUP-CAT1-0148,Wovenwear Trading #148,Clothing,Atlanta,Central,contact148@northwindapparel.com,28,1926,0.82
SUP-CAT1-0149,UrbanStitch Partners #149,Clothing,Denver,North,contact149@urbanstitch.com,28,345,0.93
SUP-CAT1-0150,Threadline Supply Chain #150,Clothing,Miami,North,contact150@fabricraft.com,24,280,0.96
SUP-CAT1-0151,Wovenwear Distributors #151,Clothing,Miami,East,contact151@urbanstitch.com,6,1541,0.93
SUP-CAT1-0152,Wovenwear Partners #152,Clothing,Phoenix,South,contact152@northwindapparel.com,4,966,0.99
SUP-CAT1-0153,Fabricraft Partners #153,Clothing,Dallas,North,contact153@northwindapparel.com,23,813,0.85
SUP-CAT1-0154,Wovenwear Partners #154,Clothing,Hanoi,West,contact154@wovenwear.com,18,865,0.82
SUP-CAT1-0155,Wovenwear Group #155,Clothing,Mumbai,Central,contact155@wovenwear.com,16,164,0.88
SUP-CAT1-0156,Fabricraft LLC #156,Clothing,Hanoi,North,contact156@urbanstitch.com,18,274,0.86
SUP-CAT1-0157,Wovenwear Co. #157,Clothing,Shenzhen,West,contact157@northwindapparel.com,17,986,0.8
SUP-CAT1-0158,Northwind Apparel Wholesale #158,Clothing,Newark,East,contact158@threadline.com,26,1173,0.87
SUP-CAT1-0159,Threadline Supply Chain #159,Clothing,Chicago,South,contact159@urbanstitch.com,7,398,0.92
SUP-CAT1-0160,Fabricraft Wholesale #160,Clothing,Seattle,West,contact160@wovenwear.com,25,1143,0.83
SUP-CAT1-0161,Wovenwear Supply Chain #161,Clothing,Columbus,North,contact161@northwindapparel.com,6,574,0.83
SUP-CAT1-0162,Northwind Apparel Co. #162,Clothing,Atlanta,Central,contact162@wovenwear.com,10,146,0.89
SUP-CAT1-0163,Wovenwear Wholesale #163,Clothing,Columbus,North,contact163@fabricraft.com,12,358,0.89
SUP-CAT1-0164,Threadline Partners #164,Clothing,Mumbai,West,contact164@threadline.com,16,1069,0.85
SUP-CAT1-0165,UrbanStitch Ltd. #165,Clothing,Chicago,West,contact165@urbanstitch.com,17,571,0.91
SUP-CAT1-0166,Threadline Partners #166,Clothing,Rotterdam,South,contact166@urbanstitch.com,21,1006,0.84
SUP-CAT1-0167,UrbanStitch Inc. #167,Clothing,Hanoi,East,contact167@fabricraft.com,24,1512,0.94
SUP-CAT1-0168,UrbanStitch Wholesale #168,Clothing,Dallas,North,contact168@northwindapparel.com,28,1151,0.95
SUP-CAT1-0169,Northwind Apparel Co. #169,Clothing,Osaka,Central,contact169@wovenwear.com,16,880,0.91
SUP-CAT1-0170,Northwind Apparel Supply Chain #170,Clothing,Rotterdam,South,contact170@wovenwear.com,23,1951,0.88
SUP-CAT1-0171,Threadline Trading #171,Clothing,Miami,South,contact171@fabricraft.com,27,1976,0.87
SUP-CAT1-0172,Threadline Ltd. #172,Clothing,Chicago,Central,contact172@fabricraft.com,10,1354,0.84
SUP-CAT1-0173,Wovenwear Supply Chain #173,Clothing,Rotterdam,South,contact173@threadline.com,7,1728,0.83
SUP-CAT1-0174,Fabricraft Trading #174,Clothing,Portland,Central,contact174@urbanstitch.com,28,701,0.82
SUP-CAT1-0175,UrbanStitch Group #175,Clothing,Atlanta,North,contact175@fabricraft.com,20,1089,0.81
SUP-CAT1-0176,Wovenwear Supply Chain #176,Clothing,Phoenix,Central,contact176@threadline.com,17,131,0.99
SUP-CAT1-0177,UrbanStitch Inc. #177,Clothing,Rotterdam,North,contact177@urbanstitch.com,4,1578,0.93
SUP-CAT1-0178,Fabricraft Partners #178,Clothing,Columbus,North,contact178@threadline.com,10,525,0.96
SUP-CAT1-0179,Fabricraft Co. #179,Clothing,Phoenix,East,contact179@urbanstitch.com,21,1187,0.83
SUP-CAT1-0180,Northwind Apparel Partners #180,Clothing,Phoenix,East,contact180@fabricraft.com,3,417,0.98
SUP-CAT1-0181,Northwind Apparel Ltd. #181,Clothing,Denver,South,contact181@wovenwear.com,7,88,0.98
SUP-CAT1-0182,Fabricraft Group #182,Clothing,Newark,West,contact182@threadline.com,7,1267,0.97
SUP-CAT1-0183,Northwind Apparel LLC #183,Clothing,Shenzhen,South,contact183@threadline.com,21,64,0.93
SUP-CAT1-0184,Northwind Apparel Group #184,Clothing,Denver,South,contact184@northwindapparel.com,18,1552,0.99
SUP-CAT1-0185,Wovenwear Wholesale #185,Clothing,Portland,West,contact185@threadline.com,29,906,0.97
SUP-CAT1-0186,Fabricraft LLC #186,Clothing,Columbus,North,contact186@threadline.com,27,192,0.85
SUP-CAT1-0187,Wovenwear Group #187,Clothing,Dallas,East,contact187@wovenwear.com,9,286,0.97
SUP-CAT1-0188,Wovenwear Partners #188,Clothing,Atlanta,Central,contact188@northwindapparel.com,21,148,0.84
SUP-CAT1-0189,UrbanStitch Partners #189,Clothing,Osaka,South,contact189@threadline.com,19,263,0.98
SUP-CAT1-0190,Threadline Wholesale #190,Clothing,Phoenix,North,contact190@fabricraft.com,20,1057,0.87
SUP-CAT1-0191,Northwind Apparel Inc. #191,Clothing,Portland,Central,contact191@threadline.com,12,1177,0.96
SUP-CAT1-0192,Northwind Apparel Ltd. #192,Clothing,Hanoi,West,contact192@fabricraft.com,24,1595,0.89
SUP-CAT1-0193,Threadline Wholesale #193,Clothing,Seattle,East,contact193@threadline.com,6,252,0.8
SUP-CAT1-0194,Wovenwear Ltd. #194,Clothing,Chicago,West,contact194@threadline.com,10,436,0.96
SUP-CAT1-0195,Fabricraft Trading #195,Clothing,Seattle,South,contact195@wovenwear.com,5,343,0.87
SUP-CAT1-0196,Threadline Co. #196,Clothing,Rotterdam,North,contact196@fabricraft.com,8,1260,0.98
SUP-CAT1-0197,UrbanStitch LLC #197,Clothing,Newark,North,contact197@urbanstitch.com,15,1356,0.94
SUP-CAT1-0198,Threadline Distributors #198,Clothing,Hanoi,South,contact198@wovenwear.com,21,1196,0.95
SUP-CAT1-0199,Wovenwear Trading #199,Clothing,Phoenix,North,contact199@urbanstitch.com,30,314,0.8
SUP-CAT1-0200,Fabricraft Ltd. #200,Clothing,Seattle,West,contact200@urbanstitch.com,6,790,0.91
SUP-CAT1-0201,Fabricraft Partners #201,Clothing,Rotterdam,South,contact201@urbanstitch.com,8,203,0.82
SUP-CAT1-0202,UrbanStitch Trading #202,Clothing,Osaka,North,contact202@wovenwear.com,3,718,0.9
SUP-CAT1-0203,Northwind Apparel Partners #203,Clothing,Dallas,Central,contact203@northwindapparel.com,30,99,0.88
SUP-CAT1-0204,Threadline Wholesale #204,Clothing,Chicago,East,contact204@wovenwear.com,4,572,0.84
SUP-CAT1-0205,UrbanStitch Trading #205,Clothing,Newark,West,contact205@northwindapparel.com,16,724,0.98
SUP-CAT1-0206,UrbanStitch Group #206,Clothing,Columbus,East,contact206@northwindapparel.com,30,1999,0.98
SUP-CAT1-0207,Threadline LLC #207,Clothing,Dallas,North,contact207@urbanstitch.com,11,1785,0.91
SUP-CAT1-0208,Northwind Apparel Group #208,Clothing,Osaka,South,contact208@threadline.com,30,266,0.83
SUP-CAT1-0209,Fabricraft Partners #209,Clothing,Miami,South,contact209@threadline.com,24,852,0.87
SUP-CAT1-0210,Threadline Distributors #210,Clothing,Phoenix,South,contact210@wovenwear.com,29,1928,0.83
SUP-CAT1-0211,Fabricraft Partners #211,Clothing,Osaka,West,contact211@wovenwear.com,9,1095,0.84
SUP-CAT1-0212,Northwind Apparel Partners #212,Clothing,Rotterdam,South,contact212@urbanstitch.com,9,53,0.88
SUP-CAT1-0213,Northwind Apparel Partners #213,Clothing,Miami,South,contact213@urbanstitch.com,15,979,0.9
SUP-CAT1-0214,Fabricraft Supply Chain #214,Clothing,Dallas,North,contact214@urbanstitch.com,30,255,0.9
SUP-CAT1-0215,Northwind Apparel Inc. #215,Clothing,Seattle,West,contact215@wovenwear.com,4,576,0.95
SUP-CAT1-0216,Fabricraft Partners #216,Clothing,Dallas,South,contact216@fabricraft.com,3,1259,0.91
SUP-CAT1-0217,Northwind Apparel Ltd. #217,Clothing,Shenzhen,East,contact217@threadline.com,28,872,0.87
SUP-CAT1-0218,Northwind Apparel Trading #218,Clothing,Chicago,Central,contact218@urbanstitch.com,7,222,0.87
SUP-CAT1-0219,Northwind Apparel Inc. #219,Clothing,Hanoi,West,contact219@threadline.com,8,1002,0.93
SUP-CAT1-0220,Fabricraft Inc. #220,Clothing,Dallas,West,contact220@threadline.com,25,365,0.83
SUP-CAT1-0221,Fabricraft LLC #221,Clothing,Dallas,North,contact221@fabricraft.com,10,1322,0.94
SUP-CAT1-0222,Fabricraft Partners #222,Clothing,Atlanta,West,contact222@northwindapparel.com,9,576,0.91
SUP-CAT1-0223,Threadline LLC #223,Clothing,Newark,East,contact223@urbanstitch.com,3,904,0.9
SUP-CAT1-0224,Fabricraft Ltd. #224,Clothing,Hanoi,North,contact224@wovenwear.com,3,315,0.95
SUP-CAT1-0225,Wovenwear Partners #225,Clothing,Chicago,West,contact225@northwindapparel.com,18,974,0.86
SUP-CAT1-0226,UrbanStitch Co. #226,Clothing,Dallas,South,contact226@fabricraft.com,29,97,0.95
SUP-CAT1-0227,UrbanStitch Co. #227,Clothing,Atlanta,Central,contact227@wovenwear.com,18,545,0.9
SUP-CAT1-0228,UrbanStitch Ltd. #228,Clothing,Osaka,Central,contact228@urbanstitch.com,23,302,0.93
SUP-CAT1-0229,Wovenwear Trading #229,Clothing,Osaka,West,contact229@northwindapparel.com,26,1618,0.89
SUP-CAT1-0230,UrbanStitch Co. #230,Clothing,Dallas,Central,contact230@fabricraft.com,4,1451,0.86
SUP-CAT1-0231,Threadline Partners #231,Clothing,Rotterdam,Central,contact231@northwindapparel.com,30,1702,0.99
SUP-CAT1-0232,Wovenwear Group #232,Clothing,Denver,South,contact232@northwindapparel.com,26,1683,0.86
SUP-CAT1-0233,Threadline Trading #233,Clothing,Denver,West,contact233@fabricraft.com,30,553,0.85
SUP-CAT1-0234,Fabricraft Inc. #234,Clothing,Mumbai,Central,contact234@northwindapparel.com,11,1378,0.9
SUP-CAT1-0235,Wovenwear Supply Chain #235,Clothing,Phoenix,North,contact235@urbanstitch.com,23,434,0.93
SUP-CAT1-0236,Northwind Apparel Inc. #236,Clothing,Hanoi,West,contact236@fabricraft.com,4,1738,0.84
SUP-CAT1-0237,Northwind Apparel Group #237,Clothing,Hanoi,Central,contact237@urbanstitch.com,27,1998,0.95
SUP-CAT1-0238,Wovenwear Ltd. #238,Clothing,Chicago,South,contact238@wovenwear.com,24,1734,0.97
SUP-CAT1-0239,Fabricraft Group #239,Clothing,Atlanta,North,contact239@urbanstitch.com,25,901,0.88
