category,region,warehouse,date,demand,price
Clothing,East,S003,2022-02-11,0.8631090487238979,0.47465659892360834
Clothing,East,S003,2022-02-12,1.345707656612529,0.5485313412054516
Clothing,East,S003,2022-02-13,1.011600928074246,0.4992636624092966
Clothing,East,S003,2022-02-15,0.6635730858468677,0.7002972126275202
Clothing,East,S003,2022-02-16,1.0023201856148491,0.5069483492650012
Clothing,East,S003,2022-02-17,0.17633410672853828,0.45786810185557075
Clothing,East,S003,2022-02-19,0.4779582366589327,0.5841433046831072
Clothing,East,S003,2022-02-20,0.7192575406032482,0.42694192304602785
Clothing,East,S003,2022-02-21,0.6867749419953596,0.4469435296007712
Clothing,East,S003,2022-02-22,0.9002320185614849,0.4840281682598335
Clothing,East,S003,2022-02-23,0.4037122969837587,0.5523335207647201
Clothing,East,S003,2022-02-24,0.2737819025522042,0.4984068332128418
Clothing,East,S003,2022-02-25,1.1090487238979119,0.5023428923340563
Clothing,East,S003,2022-02-26,1.136890951276102,0.5262270061852359
Clothing,East,S003,2022-02-27,0.9605568445475637,0.523388759471979
Clothing,East,S003,2022-02-28,0.8491879350348028,0.4597959675475942
Clothing,East,S003,2022-03-01,0.9280742459396751,0.4561008916378826
Clothing,East,S003,2022-03-02,0.5336426914153132,0.642139930918146
Clothing,East,S003,2022-03-03,0.7888631090487239,0.46381235440597646
Clothing,East,S003,2022-03-04,0.4733178654292343,0.34326719682973206
Clothing,East,S003,2022-03-05,0.8955916473317865,0.4897314375987363
Clothing,East,S003,2022-03-06,0.5939675174013921,0.5949072214635714
Clothing,East,S003,2022-03-07,1.1461716937354989,0.4943368945296811
Clothing,East,S003,2022-03-08,1.0719257540603249,0.4728358368811417
Clothing,East,S003,2022-03-09,0.2505800464037123,0.48833909015449706
Clothing,East,S003,2022-03-10,0.24129930394431554,0.5118483412322276
Clothing,East,S003,2022-03-11,0.877030162412993,0.47952981497844543
Clothing,East,S003,2022-03-12,0.6682134570765661,0.4343588507778403
Clothing,East,S003,2022-03-13,0.6589327146171694,0.5900875572335128
Clothing,East,S003,2022-03-14,0.9327146171693734,0.45328942083701507
Clothing,East,S003,2022-03-15,0.2273781902552204,0.2650815326532252
Clothing,East,S003,2022-03-16,0.988399071925754,0.5166144536375077
Clothing,East,S003,2022-03-17,0.5382830626450116,0.3848501887701824
Clothing,East,S003,2022-03-18,0.42691415313225056,0.5941574959166734
Clothing,East,S003,2022-03-19,0.8677494199535962,0.46244678287412644
Clothing,East,S003,2022-03-20,0.6496519721577726,0.41400915736203714
Clothing,East,S003,2022-03-21,0.4176334106728538,0.5582242214903473
Clothing,East,S003,2022-03-22,0.4872389791183295,0.6544032987924064
Clothing,East,S003,2022-03-23,0.3805104408352668,0.42134575735668195
Clothing,East,S003,2022-03-24,0.48259860788863107,0.39116930409403705
Clothing,East,S003,2022-03-25,0.45011600928074247,0.6389268214314403
Clothing,East,S003,2022-03-26,0.40835266821345706,0.5249685383029428
Clothing,East,S003,2022-03-27,1.2250580046403712,0.5019948054729966
Clothing,East,S003,2022-03-28,0.5522041763341067,0.6144000856829197
Clothing,East,S003,2022-03-29,1.211136890951276,0.5711034353495595
Clothing,East,S003,2022-03-30,0.2552204176334107,0.49160575146598123
Clothing,East,S003,2022-03-31,0.5150812064965197,0.6695049133799235
Clothing,East,S003,2022-04-01,0.4872389791183295,0.6220579966262351
Clothing,East,S003,2022-04-02,0.6821345707656613,0.6347497790987229
Clothing,East,S003,2022-04-03,0.3990719257540603,0.5506734141965888
Clothing,East,S003,2022-04-04,0.6867749419953596,0.43824135807427644
Clothing,East,S003,2022-04-05,0.6218097447795824,0.4102605296275471
Clothing,East,S003,2022-04-07,1.3549883990719258,0.5376870966878197
Clothing,East,S003,2022-04-08,0.5336426914153132,0.3809141296489678
Clothing,East,S003,2022-04-09,0.7331786542923434,0.4538249390847994
Clothing,East,S003,2022-04-10,0.5243619489559165,0.40021956248159163
Clothing,East,S003,2022-04-11,0.3619489559164733,0.33560928588641664
Clothing,East,S003,2022-04-12,0.691415313225058,0.4327255201220982
Clothing,East,S003,2022-04-13,0.37587006960556846,0.603582617077677
Clothing,East,S003,2022-04-14,1.0672853828306264,0.4841084959970012
Clothing,East,S003,2022-04-15,0.5197215777262181,0.5690952419203684
Clothing,East,S003,2022-04-16,0.3990719257540603,0.38632286395158916
Clothing,East,S003,2022-04-17,0.7563805104408352,0.46383913031836566
Clothing,East,S003,2022-04-18,0.9651972157772621,0.5032264974429004
Clothing,East,S003,2022-04-21,0.4361948955916473,0.5979596754759419
Clothing,East,S003,2022-04-22,0.9095127610208817,0.5066002624039414
Clothing,East,S003,2022-05-26,0.7888631090487239,0.45243259164056027
Clothing,East,S003,2022-05-28,1.1322505800464038,0.4724341981953035
Clothing,East,S003,2022-05-29,0.4779582366589327,0.6169170214475059
Clothing,East,S003,2022-05-30,1.1276102088167055,0.4958095697110879
Clothing,East,S003,2022-05-31,0.9605568445475637,0.4932926339465018
Clothing,East,S003,2022-06-01,0.505800464037123,0.3751305325728974
Clothing,East,S003,2022-06-03,1.0672853828306264,0.49966530109513485
Clothing,East,S003,2022-06-05,0.8723897911832947,0.42940530698583557
Clothing,East,S003,2022-06-06,0.4547563805104408,0.5740755616247625
Clothing,East,S003,2022-06-07,0.2691415313225058,0.5254505047259486
Clothing,East,S003,2022-06-08,0.6821345707656613,0.48662543176158735
Clothing,East,S003,2022-06-09,0.9605568445475638,0.45974241572281577
Clothing,East,S003,2022-06-10,0.3851508120649652,0.361099954480949
Clothing,East,S003,2022-06-11,0.23665893271461716,0.5102417864888746
Clothing,East,S003,2022-06-12,0.7238979118329466,0.49179318285270573
Clothing,East,S003,2022-06-14,0.8352668213457076,0.4440249551503468
Clothing,East,S003,2022-06-15,0.8306264501160092,0.46673092885640083
Clothing,East,S003,2022-06-16,0.5150812064965197,0.6689693951321392
Clothing,East,S003,2022-06-17,0.728538283062645,0.45843039601574426
Clothing,East,S003,2022-06-18,0.46403712296983757,0.5466034755134282
Clothing,East,S003,2022-06-19,0.8677494199535962,0.45840362010335506
Clothing,East,S003,2022-06-20,0.38979118329466356,0.48833909015449706
Clothing,East,S003,2022-06-21,0.48259860788863107,0.6187913353147508
Clothing,East,S003,2022-06-22,0.9605568445475638,0.4602243821458216
Clothing,East,S003,2022-06-23,0.9280742459396751,0.5088226631322462
Clothing,East,S003,2022-06-24,0.6032482598607889,0.6732535411144136
Clothing,East,S003,2022-06-25,0.9002320185614849,0.4717112485607948
Clothing,East,S003,2022-06-26,0.7749419953596288,0.42774520041770436
Clothing,East,S003,2022-06-27,0.6450116009280742,0.43433207486545106
Clothing,East,S003,2022-06-28,0.3433874709976798,0.3302541034085737
Clothing,East,S003,2022-07-11,0.7378190255220418,0.4463544595282085
Clothing,East,S003,2022-07-12,0.5986078886310905,0.4096179077302059
Clothing,East,S003,2022-07-13,0.4361948955916473,0.5984416418989478
Clothing,East,S003,2022-07-14,0.6635730858468678,0.4431681259538919
Clothing,East,S003,2022-07-15,0.9605568445475638,0.483974616435055
Clothing,East,S003,2022-07-16,0.7981438515081207,0.48919591935095197
Clothing,East,S003,2022-07-17,0.2459396751740139,0.4863576726376952
Clothing,East,S003,2022-07-18,0.8306264501160092,0.483840736873109
Clothing,East,S003,2022-07-19,0.7470997679814385,0.46156317776528244
Clothing,East,S003,2022-07-20,0.3851508120649652,0.38118188877286
Clothing,East,S003,2022-07-21,0.6403712296983759,0.3877152113958284
Clothing,East,S003,2022-07-22,0.3109048723897912,0.4578145500307923
Clothing,East,S003,2022-07-23,0.3109048723897912,0.5136155514499157
Clothing,East,S003,2022-07-24,0.7749419953596288,0.6333038798297053
Clothing,East,S003,2022-07-25,0.6960556844547564,0.4387501004096715
Clothing,East,S003,2022-07-26,0.6078886310904872,0.40158513401344154
Clothing,East,S003,2022-07-27,0.4965197215777262,0.5286636142126543
Clothing,East,S003,2022-07-28,0.46867749419953597,0.5797520550512759
Clothing,East,S003,2022-07-29,0.9280742459396751,0.4840013923474443
Clothing,East,S003,2022-07-30,0.951276102088167,0.4806811792111817
Clothing,East,S003,2022-07-31,0.7470997679814385,0.4199266340000536
Clothing,East,S003,2022-08-01,0.6589327146171694,0.43856266902294705
Clothing,East,S003,2022-08-02,0.6728538283062645,0.46158995367767164
Clothing,East,S003,2022-08-03,0.5197215777262181,0.3773797092135915
Clothing,East,S003,2022-08-04,0.37587006960556846,0.5713444185610626
Clothing,East,S003,2022-08-05,0.35266821345707655,0.5614373309770531
Clothing,East,S003,2022-08-06,1.0348027842227379,0.4947920850402978
Clothing,East,S003,2022-08-07,0.6264501160092808,0.45197740112994356
Clothing,East,S003,2022-08-08,1.1276102088167053,0.5203095295472193
Clothing,East,S003,2022-08-09,0.48259860788863107,0.4382413580742764
Clothing,East,S003,2022-08-10,0.7749419953596288,0.411626101159397
Clothing,East,S003,2022-08-11,0.7935034802784222,0.45612766755027184
Clothing,East,S003,2022-08-12,0.7099767981438515,0.43411786756633736
Clothing,East,S003,2022-08-13,0.7795823665893271,0.47430851206254854
Clothing,East,S003,2022-08-14,0.5568445475638051,0.40956435590542756
Clothing,East,S003,2022-08-15,0.35730858468677495,0.5336439339170483
Clothing,East,S003,2022-08-16,0.11600928074245939,0.4566364098856669
Clothing,East,S003,2022-08-17,0.974477958236659,0.473987201113878
Clothing,East,S003,2022-08-18,0.8538283062645011,0.46485661498915576
Clothing,East,S003,2022-08-19,0.9048723897911832,0.42951241063539247
Clothing,East,S003,2022-08-20,0.5661252900232019,0.4291107719495542
Clothing,East,S003,2022-08-21,1.1229698375870067,0.494069135405789
Clothing,East,S003,2022-08-22,0.7053364269141531,0.37770102016226204
Clothing,East,S003,2022-08-23,0.7517401392111369,0.4416954507724851
Clothing,East,S003,2022-08-24,1.08584686774942,0.4310386376415777
Clothing,East,S003,2022-08-25,1.1461716937354989,0.45128122740782395
Clothing,East,S003,2022-08-26,1.0208816705336425,0.485099204755402
Clothing,East,S003,2022-08-27,0.6264501160092808,0.4351621281495167
Clothing,East,S003,2022-08-28,1.0023201856148491,0.47537954855811715
Clothing,East,S003,2022-08-29,0.6032482598607889,0.4093233726939246
Clothing,East,S003,2022-08-30,0.7099767981438515,0.48716095000937154
Clothing,East,S003,2022-08-31,0.802784222737819,0.4483894288697888
Clothing,East,S003,2022-09-01,0.8863109048723898,0.4439981792379576
Clothing,East,S003,2022-09-02,0.9559164733178654,0.4644817522157068
Clothing,East,S003,2022-09-03,1.0580046403712298,0.5092778536428629
Clothing,East,S003,2022-09-04,1.3503480278422273,0.5301630653064503
Clothing,East,S003,2022-09-05,0.7888631090487239,0.4821270784801992
Clothing,East,S003,2022-09-06,0.8445475638051044,0.4241036763327711
Clothing,East,S003,2022-09-07,0.691415313225058,0.4193643398398801
Clothing,East,S003,2022-09-08,1.0904872389791183,0.5023161164216672
Clothing,East,S003,2022-09-09,0.9280742459396751,0.4710150748386752
Clothing,East,S003,2022-09-10,0.728538283062645,0.44019599967868905
Clothing,East,S003,2022-09-11,1.2529002320185616,0.46445497630331756
Clothing,East,S003,2022-09-12,0.6635730858468678,0.46798939673869394
Clothing,East,S003,2022-09-13,0.8584686774941995,0.49645219160842907
Clothing,East,S003,2022-09-14,1.0580046403712298,0.4084933194098589
Clothing,East,S003,2022-09-15,1.1693735498839908,0.42204193107880156
Clothing,East,S003,2022-09-16,1.2621809744779582,0.45213805660427886
Clothing,East,S003,2022-09-17,1.3271461716937356,0.4899991967226284
Clothing,East,S003,2022-09-18,1.062645011600928,0.5394543069055078
Clothing,East,S003,2022-09-19,1.3410672853828307,0.515141778456101
Clothing,East,S003,2022-09-20,0.7703016241299304,0.45792165368034926
Clothing,East,S003,2022-09-21,0.9327146171693735,0.42629930114868664
Clothing,East,S003,2022-09-22,1.0023201856148491,0.46316973250863525
Clothing,East,S003,2022-09-23,0.9280742459396751,0.4664096179077303
Clothing,East,S003,2022-09-24,0.765661252900232,0.3953195705143653
Clothing,East,S003,2022-09-25,0.8306264501160092,0.4935068412456155
Clothing,East,S003,2022-09-26,0.9327146171693735,0.4746833748359976
Clothing,East,S003,2022-09-27,1.0394431554524362,0.5288510455993788
Clothing,East,S003,2022-09-28,0.8352668213457077,0.44370364420167624
Clothing,East,S003,2022-09-29,0.8306264501160092,0.46638284199534097
Clothing,East,S003,2022-09-30,0.7749419953596288,0.46999759016788506
Clothing,East,S003,2022-10-01,0.6450116009280742,0.3821190457064825
Clothing,East,S003,2022-10-02,0.802784222737819,0.4291375478619434
Clothing,East,S003,2022-10-03,0.6450116009280742,0.4287359091761052
Clothing,East,S003,2022-10-04,1.1090487238979119,0.545345007631135
Clothing,East,S003,2022-10-05,0.6960556844547563,0.42512116100356123
Clothing,East,S003,2022-10-06,0.8723897911832946,0.4725948536696388
Clothing,East,S003,2022-10-07,0.8491879350348028,0.41700805954962916
Clothing,East,S003,2022-10-08,0.9002320185614849,0.3707125070286771
Clothing,East,S003,2022-10-09,0.9095127610208816,0.42552279968939943
Clothing,East,S003,2022-10-10,1.048723897911833,0.4538249390847994
Clothing,East,S003,2022-10-11,1.2250580046403712,0.46632929017056257
Clothing,East,S003,2022-10-12,1.0023201856148491,0.4668112565935685
Clothing,East,S003,2022-10-13,0.9002320185614849,0.4306637748681287
Clothing,East,S003,2022-10-14,1.062645011600928,0.4383752376362225
Clothing,East,S003,2022-10-15,1.0208816705336425,0.470613436152837
Clothing,East,S003,2022-10-16,0.8909512761020881,0.4204889281602271
Clothing,East,S003,2022-10-17,0.9187935034802784,0.4831445631509894
Clothing,East,S003,2022-10-18,0.8816705336426913,0.44742549602377707
Clothing,East,S003,2022-10-19,1.1415313225058004,0.44260583179371843
Clothing,East,S003,2022-10-20,1.0812064965197217,0.48611668942619224
Clothing,East,S003,2022-10-21,1.0904872389791183,0.4712292821377889
Clothing,East,S003,2022-10-22,0.7053364269141531,0.42921787559911107
Clothing,East,S003,2022-10-23,1.1090487238979119,0.4782445711837631
Clothing,East,S003,2022-10-24,0.839907192575406,0.4596085361608697
Clothing,East,S003,2022-10-25,1.0904872389791183,0.5286100623878759
Clothing,East,S003,2022-10-26,0.8259860788863109,0.48250194125364826
Clothing,East,S003,2022-10-27,0.9187935034802784,0.45152221061932685
Clothing,East,S003,2022-10-28,1.1647331786542923,0.43256486464776295
Clothing,East,S003,2022-10-29,0.54292343387471,0.4174096982354674
Clothing,East,S003,2022-10-30,0.8538283062645011,0.45690416900955905
Clothing,East,S003,2022-10-31,0.8306264501160092,0.44051731062735966
Clothing,East,S003,2022-11-01,1.3781902552204177,0.49730902080488393
Clothing,East,S003,2022-11-02,0.8538283062645011,0.3834846172383324
Clothing,East,S003,2022-11-03,0.6774941995359629,0.3767638632286396
Clothing,East,S003,2022-11-04,0.974477958236659,0.5135352237127481
Clothing,East,S003,2022-11-05,1.048723897911833,0.4555118215653199
Clothing,East,S003,2022-11-06,1.062645011600928,0.5120893244437305
Clothing,East,S003,2022-11-07,0.6450116009280742,0.4186146142929821
Clothing,East,S003,2022-11-08,0.8955916473317864,0.4967199507323212
Clothing,East,S003,2022-11-09,1.0812064965197214,0.4459528208423703
Clothing,East,S003,2022-11-10,1.331786542923434,0.47227354272096833
Clothing,East,S003,2022-11-11,0.9002320185614849,0.494069135405789
Clothing,East,S003,2022-11-12,1.1832946635730859,0.4890084879642274
Clothing,East,S003,2022-11-13,1.011600928074246,0.4999598361314162
Clothing,East,S003,2022-11-14,0.9048723897911832,0.49939754197124275
Clothing,East,S003,2022-11-15,1.3642691415313226,0.5077248507242885
Clothing,East,S003,2022-11-16,0.8909512761020881,0.43098508581679923
Clothing,East,S003,2022-11-17,0.9095127610208816,0.44865718799368093
Clothing,East,S003,2022-11-18,0.5846867749419953,0.434947920850403
Clothing,East,S003,2022-11-19,1.2807424593967518,0.5118751171446168
Clothing,East,S003,2022-11-20,0.8167053364269141,0.47837845074570917
Clothing,East,S003,2022-11-21,0.951276102088167,0.513642327362305
Clothing,East,S003,2022-11-22,1.2064965197215778,0.4727822850563633
Clothing,East,S003,2022-11-23,0.7981438515081206,0.45947465659892367
Clothing,East,S003,2022-11-24,1.4547563805104409,0.48579537847752163
Clothing,East,S003,2022-11-25,0.839907192575406,0.49473853321551936
Clothing,East,S003,2022-11-26,0.9698375870069605,0.42844137413982386
Clothing,East,S003,2022-11-27,0.8120649651972157,0.4829571317642649
Clothing,East,S003,2022-11-28,0.7053364269141531,0.40852009532224814
Clothing,East,S003,2022-11-29,0.7192575406032482,0.45184352156799745
Clothing,East,S003,2022-11-30,0.9837587006960556,0.48517953249256973
Clothing,East,S003,2022-12-01,0.691415313225058,0.425335368302675
Clothing,East,S003,2022-12-02,1.2296983758700697,0.5700323988539909
Clothing,East,S003,2022-12-03,0.988399071925754,0.42263100115136426
Clothing,East,S003,2022-12-04,1.6334106728538282,0.5516105711302113
Clothing,East,S003,2022-12-05,1.3410672853828307,0.5253166251640025
Clothing,East,S003,2022-12-06,1.0394431554524362,0.4558866843387689
Clothing,East,S003,2022-12-07,1.4988399071925755,0.6090181272926876
Clothing,East,S003,2022-12-08,1.4245939675174015,0.5213537901303987
Clothing,East,S003,2022-12-09,0.8677494199535962,0.44014244785391066
Clothing,East,S003,2022-12-10,0.6310904872389791,0.4513080033202132
Clothing,East,S003,2022-12-11,1.0533642691415315,0.46308940477146765
Clothing,East,S003,2022-12-12,1.3874709976798143,0.5653466141858785
Clothing,East,S003,2022-12-13,0.7703016241299304,0.4422577449326586
Clothing,East,S003,2022-12-14,1.0301624129930396,0.5136155514499157
Clothing,East,S003,2022-12-15,1.7262180974477959,0.577020911987576
Clothing,East,S003,2022-12-16,0.7517401392111369,0.4461134763167055
Clothing,East,S003,2022-12-17,0.9466357308584687,0.43995501646718616
Clothing,East,S003,2022-12-18,1.331786542923434,0.5509679492328701
Clothing,East,S003,2022-12-19,1.2900232018561484,0.4871073981845932
Clothing,East,S003,2022-12-20,1.0301624129930396,0.49808552226417124
Clothing,East,S003,2022-12-21,1.0904872389791183,0.41582991940450376
Clothing,East,S003,2022-12-22,1.248259860788863,0.5127319463410716
Clothing,East,S003,2022-12-23,0.42227378190255216,0.40493212306209336
Clothing,East,S003,2022-12-24,0.8723897911832946,0.4431413500415027
Clothing,East,S003,2022-12-25,1.5406032482598608,0.5290920288108818
Clothing,East,S003,2022-12-26,1.4617169373549883,0.4899724208102392
Clothing,East,S003,2022-12-27,1.5174013921113687,0.5128390499906286
Clothing,East,S003,2022-12-28,1.728538283062645,0.6172115564837872
Clothing,East,S003,2022-12-29,0.839907192575406,0.456904169009559
Clothing,East,S003,2022-12-30,0.5382830626450116,0.4182933033443115
Clothing,East,S003,2022-12-31,0.7935034802784222,0.4422041931078802
Clothing,East,S003,2023-01-01,1.679814385150812,0.5763247382654564
Clothing,East,S003,2023-01-02,1.211136890951276,0.498433609125231
Clothing,East,S003,2023-01-03,0.7331786542923434,0.4604118135325461
Clothing,East,S003,2023-01-04,1.234338747099768,0.505047259485367
Clothing,East,S003,2023-01-05,0.8167053364269141,0.3952927946019761
Clothing,East,S003,2023-01-06,0.8584686774941995,0.4395266018689587
Clothing,East,S003,2023-01-07,0.39443155452436196,0.3773529333012023
Clothing,East,S003,2023-01-08,0.91415313225058,0.39325782526039577
Clothing,East,S003,2023-01-09,1.197215777262181,0.48906203978900586
Clothing,East,S003,2023-01-10,1.4709976798143851,0.5008702171526496
Clothing,East,S003,2023-01-11,1.1786542923433876,0.5347952981497845
Clothing,East,S003,2023-01-12,1.160092807424594,0.5299488580073366
Clothing,East,S003,2023-01-13,0.9373549883990719,0.3971135566444427
Clothing,East,S003,2023-01-14,1.4292343387470998,0.618443248453691
Clothing,East,S003,2023-01-15,1.5962877030162412,0.5128658259030177
Clothing,East,S003,2023-01-16,0.802784222737819,0.4551101828794817
Clothing,East,S003,2023-01-17,1.3874709976798143,0.5977990200016066
Clothing,East,S003,2023-01-18,0.8677494199535962,0.4687926741103704
Clothing,East,S003,2023-01-19,1.0348027842227379,0.47288938870592023
Clothing,East,S003,2023-01-20,1.0719257540603249,0.5196669076498781
Clothing,East,S003,2023-01-21,0.8538283062645011,0.4778161565855357
Clothing,East,S003,2023-01-22,0.5986078886310905,0.43676868289286963
Clothing,East,S003,2023-01-23,1.331786542923434,0.5365892842798619
Clothing,East,S003,2023-01-24,0.9095127610208816,0.48046697191206794
Clothing,East,S003,2023-01-25,0.8538283062645011,0.5077516266366777
Clothing,East,S003,2023-01-26,0.8445475638051043,0.492569684311993
Clothing,East,S003,2023-01-27,1.0904872389791183,0.4790210726430504
Clothing,East,S003,2023-01-28,1.1508120649651972,0.5082871448844619
Clothing,East,S003,2023-01-29,0.47795823665893267,0.37496987709856217
Clothing,East,S003,2023-01-30,1.2389791183294663,0.5301362893940611
Clothing,East,S003,2023-01-31,1.08584686774942,0.5014860631376015
Clothing,East,S003,2023-02-01,1.048723897911833,0.48657187993680895
Clothing,East,S003,2023-02-02,1.679814385150812,0.5539132995956838
Clothing,East,S003,2023-02-03,0.9419953596287702,0.4720325595094653
Clothing,East,S003,2023-02-04,1.7563805104408354,0.5754679090690016
Clothing,East,S003,2023-02-05,1.1090487238979119,0.4298872734088414
Clothing,East,S003,2023-02-06,1.1879350348027842,0.47918172811738563
Clothing,East,S003,2023-02-07,0.9095127610208816,0.47176480038557317
Clothing,East,S003,2023-02-08,1.0904872389791183,0.533992020778108
Clothing,East,S003,2023-02-09,0.877030162412993,0.46493694272632347
Clothing,East,S003,2023-02-10,1.2064965197215778,0.5489062039789006
Clothing,East,S003,2023-02-11,0.988399071925754,0.46571344418561067
Clothing,East,S003,2023-02-12,1.2993039443155454,0.5192117171392616
Clothing,East,S003,2023-02-13,0.8259860788863109,0.5070822288269473
Clothing,East,S003,2023-02-14,1.3642691415313224,0.560928588641658
Clothing,East,S003,2023-02-15,1.0394431554524362,0.5405788952258549
Clothing,East,S003,2023-02-16,0.9234338747099768,0.46418721717942546
Clothing,East,S003,2023-02-17,1.359628770301624,0.5309127908533484
Clothing,East,S003,2023-02-18,0.877030162412993,0.45192384930516516
Clothing,East,S003,2023-02-19,1.6566125290023201,0.6237716550191448
Clothing,East,S003,2023-02-20,1.160092807424594,0.5009773208022064
Clothing,East,S003,2023-02-21,0.7749419953596288,0.4646691836024313
Clothing,East,S003,2023-02-22,1.3781902552204177,0.5422925536187645
Clothing,East,S003,2023-02-23,0.7981438515081206,0.44145446756098217
Clothing,East,S003,2023-02-24,0.8584686774941995,0.46568666827322147
Clothing,East,S003,2023-02-25,0.9837587006960556,0.45085281280959655
Clothing,East,S003,2023-02-26,1.1090487238979119,0.538222614935604
Clothing,East,S003,2023-02-27,1.2900232018561484,0.5154898653171607
Clothing,East,S003,2023-02-28,1.0348027842227379,0.40683321284172763
Clothing,East,S003,2023-03-01,0.7842227378190255,0.4520845047795004
Clothing,East,S003,2023-03-02,1.1322505800464038,0.46375880258119795
Clothing,East,S003,2023-03-03,0.9095127610208817,0.44972822448924954
Clothing,East,S003,2023-03-04,0.8491879350348028,0.453771387260021
Clothing,East,S003,2023-03-05,0.6264501160092808,0.43682223471764803
Clothing,East,S003,2023-03-06,0.6496519721577726,0.4366348033309235
Clothing,East,S003,2023-03-07,0.5522041763341067,0.41617800626556356
Clothing,East,S003,2023-03-08,0.9280742459396751,0.45342330039896117
Clothing,East,S003,2023-03-09,1.0023201856148491,0.47471015074838685
Clothing,East,S003,2023-03-10,0.6310904872389791,0.42921787559911107
Clothing,East,S003,2023-03-11,0.7703016241299304,0.4785658821324337
Clothing,East,S003,2023-03-12,0.9466357308584687,0.4331003828955472
Clothing,East,S003,2023-03-13,0.7749419953596287,0.456020563900715
Clothing,East,S003,2023-03-14,1.048723897911833,0.4791281762926072
Clothing,East,S003,2023-03-15,1.1925754060324825,0.5023696682464456
Clothing,East,S003,2023-03-16,1.1090487238979119,0.453396524486572
Clothing,East,S003,2023-03-17,0.8631090487238979,0.4364205960318098
Clothing,East,S003,2023-03-18,1.322505800464037,0.44115993252470076
Clothing,East,S003,2023-03-19,0.6032482598607889,0.4114118938602833
Clothing,East,S003,2023-03-20,1.1276102088167055,0.46271454199801865
Clothing,East,S003,2023-03-21,0.6450116009280742,0.4224971215894182
Clothing,East,S003,2023-03-22,0.9651972157772621,0.46250033469890495
Clothing,East,S003,2023-03-23,1.3735498839907194,0.4663292901705627
Clothing,East,S003,2023-03-24,0.7099767981438515,0.42565667925134554
Clothing,East,S003,2023-03-25,1.0069605568445477,0.4176239055345811
Clothing,East,S003,2023-03-26,0.8584686774941994,0.4484697566069564
Clothing,East,S003,2023-03-27,1.2204176334106727,0.5491471871904037
Clothing,East,S003,2023-03-28,0.44083526682134566,0.4087343026213619
Clothing,East,S003,2023-03-29,1.0440835266821344,0.5136691032746941
Clothing,East,S003,2023-03-30,0.9605568445475638,0.5247543310038291
Clothing,East,S003,2023-03-31,0.8631090487238979,0.505422122258816
Clothing,East,S003,2023-04-01,1.234338747099768,0.4809221624226846
Clothing,East,S003,2023-04-02,1.0301624129930393,0.4993439901464643
Clothing,East,S003,2023-04-03,0.9605568445475638,0.48121669745896595
Clothing,East,S003,2023-04-04,0.9698375870069607,0.3948108281789703
Clothing,East,S003,2023-04-05,0.8909512761020881,0.45192384930516516
Clothing,East,S003,2023-04-06,0.6635730858468678,0.43719709749109703
Clothing,East,S003,2023-04-07,0.7006960556844548,0.4240501245079926
