supplier_id,supplier_name,category_supplied,city,region_based,contact_email,lead_time_days,min_order_qty,reliability_score
SUP-CAT1-0026,Northwind Apparel Partners #26,Clothing,Rotterdam,South,contact26@fabricraft.com,0.37037037037037035,0.498974358974359,0.4210526315789473
SUP-CAT1-0027,Fabricraft Group #27,Clothing,Hanoi,East,contact27@northwindapparel.com,0.18518518518518517,0.6594871794871795,0.4210526315789473
SUP-CAT1-0028,Threadline Partners #28,Clothing,Rotterdam,North,contact28@fabricraft.com,0.6666666666666666,0.9102564102564102,0.6842105263157897
SUP-CAT1-0029,Northwind Apparel LLC #29,Clothing,Atlanta,Central,contact29@northwindapparel.com,0.8888888888888888,0.3892307692307692,0.6842105263157897
SUP-CAT1-0030,Threadline Ltd. #30,Clothing,Atlanta,West,contact30@wovenwear.com,0.4074074074074074,0.8507692307692307,0.47368421052631576
SUP-CAT1-0031,UrbanStitch Trading #31,Clothing,Seattle,West,contact31@fabricraft.com,0.037037037037037035,0.4128205128205128,0.05263157894736848
SUP-CAT1-0032,Fabricraft Partners #32,Clothing,Miami,East,contact32@wovenwear.com,0.25925925925925924,0.14871794871794872,0.10526315789473638
SUP-CAT1-0033,Northwind Apparel Ltd. #33,Clothing,Shenzhen,East,contact33@threadline.com,1.0,0.07743589743589743,0.6842105263157897
SUP-CAT1-0034,Wovenwear Trading #34,Clothing,Seattle,South,contact34@wovenwear.com,0.9629629629629629,0.020512820512820513,0.47368421052631576
SUP-CAT1-0035,Threadline Distributors #35,Clothing,Osaka,Central,contact35@northwindapparel.com,0.3333333333333333,0.0020512820512820513,0.3684210526315788
SUP-CAT1-0036,Wovenwear Group #36,Clothing,Rotterdam,East,contact36@threadline.com,0.9629629629629629,0.3235897435897436,0.5263157894736843
SUP-CAT1-0037,Northwind Apparel Wholesale #37,Clothing,Atlanta,South,contact37@urbanstitch.com,0.1111111111111111,0.3005128205128205,0.5263157894736843
SUP-CAT1-0038,Northwind Apparel Co. #38,Clothing,Rotterdam,South,contact38@northwindapparel.com,0.5925925925925926,0.2723076923076923,0.5789473684210528
SUP-CAT1-0039,UrbanStitch Inc. #39,Clothing,Miami,East,contact39@fabricraft.com,0.8888888888888888,0.3830769230769231,0.8421052631578946
SUP-CAT1-0040,Threadline Partners #40,Clothing,Osaka,West,contact40@wovenwear.com,0.9629629629629629,0.382051282051282,0.7368421052631576
SUP-CAT1-0041,Threadline Group #41,Clothing,Denver,West,contact41@northwindapparel.com,0.6666666666666666,0.7015384615384616,0.2631578947368418
SUP-CAT1-0042,UrbanStitch Wholesale #42,Clothing,Seattle,South,contact42@wovenwear.com,0.1111111111111111,0.8,0.3157894736842103
SUP-CAT1-0043,Fabricraft Partners #43,Clothing,Newark,North,contact43@wovenwear.com,0.2962962962962963,0.9276923076923077,0.5789473684210528
SUP-CAT1-0044,Threadline Supply Chain #44,Clothing,Mumbai,East,contact44@northwindapparel.com,0.1111111111111111,0.4348717948717949,0.21052631578947334
SUP-CAT1-0045,Fabricraft LLC #45,Clothing,Miami,North,contact45@threadline.com,0.2962962962962963,0.4523076923076923,0.10526315789473638
SUP-CAT1-0046,Fabricraft Group #46,Clothing,Seattle,West,contact46@northwindapparel.com,0.8148148148148148,0.6035897435897436,0.5789473684210528
SUP-CAT1-0047,UrbanStitch Wholesale #47,Clothing,Dallas,Central,contact47@threadline.com,0.37037037037037035,0.37333333333333335,0.6842105263157897
SUP-CAT1-0048,Wovenwear Trading #48,Clothing,Shenzhen,North,contact48@urbanstitch.com,0.5925925925925926,0.04974358974358974,0.9473684210526315
SUP-CAT1-0049,Fabricraft Wholesale #49,Clothing,Seattle,Central,contact49@northwindapparel.com,0.9629629629629629,0.29794871794871797,0.2631578947368418
SUP-CAT1-0050,Northwind Apparel Supply Chain #50,Clothing,Columbus,North,contact50@wovenwear.com,0.5925925925925926,0.14974358974358976,0.5789473684210528
SUP-CAT1-0051,UrbanStitch Co. #51,Clothing,Newark,South,contact51@wovenwear.com,0.2962962962962963,0.517948717948718,0.894736842105263
SUP-CAT1-0052,Northwind Apparel Supply Chain #52,Clothing,Mumbai,North,contact52@wovenwear.com,0.7777777777777778,0.17743589743589744,0.6315789473684212
SUP-CAT1-0053,Wovenwear Distributors #53,Clothing,Atlanta,Central,contact53@fabricraft.com,0.18518518518518517,0.3292307692307692,0.4210526315789473
SUP-CAT1-0054,Fabricraft Supply Chain #54,Clothing,Rotterdam,North,contact54@fabricraft.com,0.18518518518518517,0.5051282051282051,0.2631578947368418
SUP-CAT1-0055,Fabricraft Ltd. #55,Clothing,Portland,Central,contact55@northwindapparel.com,0.4444444444444444,0.536923076923077,0.894736842105263
SUP-CAT1-0056,Fabricraft Partners #56,Clothing,Miami,North,contact56@wovenwear.com,0.9259259259259259,0.16564102564102565,0.7894736842105261
SUP-CAT1-0057,Northwind Apparel Inc. #57,Clothing,Mumbai,West,contact57@fabricraft.com,0.4444444444444444,0.9005128205128206,0.3684210526315788
SUP-CAT1-0058,Wovenwear Group #58,Clothing,Hanoi,West,contact58@fabricraft.com,1.0,0.08,0.6315789473684212
SUP-CAT1-0059,Fabricraft Co. #59,Clothing,Shenzhen,West,contact59@fabricraft.com,0.7777777777777778,0.9338461538461539,0.15789473684210487
SUP-CAT1-0060,Fabricraft Trading #60,Clothing,Hanoi,Central,contact60@wovenwear.com,0.4444444444444444,0.9379487179487179,0.7894736842105261
SUP-CAT1-0061,Fabricraft Co. #61,Clothing,Osaka,Central,contact61@wovenwear.com,0.4074074074074074,0.8225641025641026,0.2631578947368418
SUP-CAT1-0062,Threadline Partners #62,Clothing,Shenzhen,East,contact62@wovenwear.com,0.6666666666666666,0.3671794871794872,0.21052631578947334
SUP-CAT1-0063,UrbanStitch Supply Chain #63,Clothing,Atlanta,North,contact63@fabricraft.com,0.14814814814814814,0.18615384615384614,0.47368421052631576
SUP-CAT1-0064,Threadline Inc. #64,Clothing,Chicago,West,contact64@wovenwear.com,0.2222222222222222,0.9928205128205129,0.8421052631578946
SUP-CAT1-0065,UrbanStitch Group #65,Clothing,Seattle,West,contact65@threadline.com,0.9259259259259259,0.9461538461538461,0.9473684210526315
SUP-CAT1-0066,Wovenwear Group #66,Clothing,Shenzhen,South,contact66@fabricraft.com,0.5185185185185185,0.27897435897435896,0.21052631578947334
SUP-CAT1-0067,Fabricraft LLC #67,Clothing,Dallas,South,contact67@threadline.com,0.5925925925925926,0.14,0.05263157894736848
SUP-CAT1-0068,UrbanStitch Trading #68,Clothing,Seattle,West,contact68@wovenwear.com,0.5185185185185185,0.4461538461538462,0.3157894736842103
SUP-CAT1-0069,Northwind Apparel Wholesale #69,Clothing,Seattle,South,contact69@threadline.com,0.7777777777777778,0.1441025641025641,0.894736842105263
SUP-CAT1-0070,UrbanStitch LLC #70,Clothing,Atlanta,North,contact70@northwindapparel.com,0.37037037037037035,0.6943589743589743,0.5789473684210528
SUP-CAT1-0071,Threadline LLC #71,Clothing,Rotterdam,Central,contact71@northwindapparel.com,0.9259259259259259,0.34923076923076923,0.7368421052631576
SUP-CAT1-0072,Northwind Apparel Supply Chain #72,Clothing,Shenzhen,East,contact72@urbanstitch.com,0.6666666666666666,0.24256410256410257,0.4210526315789473
SUP-CAT1-0073,Threadline Supply Chain #73,Clothing,Miami,North,contact73@wovenwear.com,0.6296296296296297,0.681025641025641,0.21052631578947334
SUP-CAT1-0074,Fabricraft Co. #74,Clothing,Miami,East,contact74@fabricraft.com,0.2222222222222222,0.8282051282051283,0.0
SUP-CAT1-0075,Threadline LLC #75,Clothing,Seattle,West,contact75@urbanstitch.com,0.2962962962962963,0.9517948717948718,0.894736842105263
SUP-CAT1-0076,Threadline Trading #76,Clothing,Rotterdam,East,contact76@fabricraft.com,0.07407407407407407,0.662051282051282,0.47368421052631576
SUP-CAT1-0077,UrbanStitch Partners #77,Clothing,Atlanta,West,contact77@urbanstitch.com,0.4074074074074074,0.7841025641025641,0.10526315789473638
SUP-CAT1-0078,Northwind Apparel Supply Chain #78,Clothing,Hanoi,South,contact78@threadline.com,0.7037037037037037,0.8333333333333334,0.8421052631578946
SUP-CAT1-0079,Wovenwear Partners #79,Clothing,Dallas,North,contact79@wovenwear.com,1.0,0.8107692307692308,0.9473684210526315
SUP-CAT1-0080,Threadline Ltd. #80,Clothing,Chicago,Central,contact80@urbanstitch.com,0.4444444444444444,0.8815384615384615,0.8421052631578946
SUP-CAT1-0081,UrbanStitch Wholesale #81,Clothing,Shenzhen,Central,contact81@fabricraft.com,0.2222222222222222,0.036923076923076927,0.21052631578947334
SUP-CAT1-0082,Threadline Ltd. #82,Clothing,Hanoi,West,contact82@threadline.com,0.7777777777777778,0.78,0.05263157894736848
SUP-CAT1-0083,Wovenwear Ltd. #83,Clothing,Miami,North,contact83@wovenwear.com,0.8888888888888888,0.6723076923076923,0.05263157894736848
SUP-CAT1-0084,Threadline Partners #84,Clothing,Chicago,North,contact84@urbanstitch.com,0.48148148148148145,0.1794871794871795,0.6842105263157897
SUP-CAT1-0085,Northwind Apparel Inc. #85,Clothing,Osaka,Central,contact85@wovenwear.com,0.3333333333333333,0.4066666666666667,0.3157894736842103
SUP-CAT1-0086,UrbanStitch Inc. #86,Clothing,Chicago,North,contact86@northwindapparel.com,0.2962962962962963,0.8005128205128205,0.3684210526315788
SUP-CAT1-0087,Wovenwear Partners #87,Clothing,Hanoi,North,contact87@wovenwear.com,0.4444444444444444,0.20102564102564102,0.7368421052631576
SUP-CAT1-0088,Threadline Partners #88,Clothing,Rotterdam,South,contact88@fabricraft.com,0.37037037037037035,0.2948717948717949,0.21052631578947334
SUP-CAT1-0089,Fabricraft Wholesale #89,Clothing,Miami,West,contact89@northwindapparel.com,0.25925925925925924,0.5712820512820512,0.10526315789473638
SUP-CAT1-0090,Fabricraft Distributors #90,Clothing,Dallas,East,contact90@urbanstitch.com,0.2222222222222222,0.7979487179487179,0.47368421052631576
SUP-CAT1-0091,UrbanStitch Partners #91,Clothing,Columbus,East,contact91@fabricraft.com,0.5925925925925926,0.9543589743589743,0.47368421052631576
SUP-CAT1-0092,Wovenwear Group #92,Clothing,Columbus,West,contact92@wovenwear.com,0.5555555555555556,0.9892307692307692,0.6315789473684212
SUP-CAT1-0093,Threadline Supply Chain #93,Clothing,Chicago,North,contact93@threadline.com,0.4444444444444444,0.12666666666666668,0.4210526315789473
SUP-CAT1-0094,Fabricraft Ltd. #94,Clothing,Denver,East,contact94@wovenwear.com,0.5185185185185185,0.23384615384615384,0.6842105263157897
SUP-CAT1-0095,Northwind Apparel Ltd. #95,Clothing,Dallas,East,contact95@urbanstitch.com,1.0,0.2569230769230769,0.10526315789473638
SUP-CAT1-0096,Fabricraft Partners #96,Clothing,Mumbai,North,contact96@wovenwear.com,0.9629629629629629,0.04205128205128205,0.6315789473684212
SUP-CAT1-0097,Fabricraft Ltd. #97,Clothing,Hanoi,West,contact97@northwindapparel.com,0.6296296296296297,0.2923076923076923,0.9473684210526315
SUP-CAT1-0098,Wovenwear Partners #98,Clothing,Shenzhen,North,contact98@urbanstitch.com,0.48148148148148145,0.4317948717948718,0.3157894736842103
SUP-CAT1-0099,UrbanStitch LLC #99,Clothing,Dallas,South,contact99@wovenwear.com,0.8888888888888888,0.9743589743589743,0.0
SUP-CAT1-0100,Threadline Wholesale #100,Clothing,Portland,East,contact100@urbanstitch.com,0.0,0.024615384615384615,1.0
SUP-CAT1-0101,Wovenwear Group #101,Clothing,Seattle,East,contact101@northwindapparel.com,0.7407407407407407,0.8384615384615385,0.47368421052631576
SUP-CAT1-0102,Threadline Co. #102,Clothing,Rotterdam,South,contact102@northwindapparel.com,0.18518518518518517,0.7184615384615385,0.0
SUP-CAT1-0103,Northwind Apparel Partners #103,Clothing,Denver,West,contact103@threadline.com,0.4074074074074074,0.4230769230769231,0.5789473684210528
SUP-CAT1-0104,Threadline Inc. #104,Clothing,Osaka,West,contact104@northwindapparel.com,0.0,0.3861538461538462,0.47368421052631576
SUP-CAT1-0105,Northwind Apparel Group #105,Clothing,Denver,South,contact105@threadline.com,0.48148148148148145,0.6246153846153846,0.5789473684210528
SUP-CAT1-0106,Fabricraft Co. #106,Clothing,Phoenix,North,contact106@wovenwear.com,0.1111111111111111,0.8364102564102565,0.5263157894736843
SUP-CAT1-0107,Threadline Trading #107,Clothing,Newark,East,contact107@northwindapparel.com,0.3333333333333333,0.5856410256410256,0.8421052631578946
SUP-CAT1-0108,Threadline Wholesale #108,Clothing,Portland,East,contact108@wovenwear.com,0.8888888888888888,0.35333333333333333,0.6842105263157897
SUP-CAT1-0109,Fabricraft Distributors #109,Clothing,Newark,West,contact109@urbanstitch.com,0.4444444444444444,0.7307692307692307,0.0
SUP-CAT1-0110,Northwind Apparel Distributors #110,Clothing,Dallas,North,contact110@northwindapparel.com,0.37037037037037035,0.4246153846153846,0.3684210526315788
SUP-CAT1-0111,Fabricraft Wholesale #111,Clothing,Phoenix,Central,contact111@northwindapparel.com,0.4074074074074074,0.39897435897435896,0.6315789473684212
SUP-CAT1-0112,Fabricraft Wholesale #112,Clothing,Columbus,East,contact112@northwindapparel.com,0.5555555555555556,0.7897435897435897,0.3684210526315788
SUP-CAT1-0113,Threadline Distributors #113,Clothing,Newark,West,contact113@threadline.com,0.9629629629629629,0.009230769230769232,0.47368421052631576
SUP-CAT1-0114,Fabricraft Trading #114,Clothing,Osaka,North,contact114@wovenwear.com,0.14814814814814814,0.7302564102564103,0.8421052631578946
SUP-CAT1-0115,UrbanStitch Ltd. #115,Clothing,Dallas,East,contact115@wovenwear.com,0.2962962962962963,0.5666666666666667,0.6315789473684212
SUP-CAT1-0116,Threadline Inc. #116,Clothing,Phoenix,North,contact116@wovenwear.com,0.8148148148148148,0.8153846153846154,0.05263157894736848
SUP-CAT1-0117,Wovenwear Trading #117,Clothing,Seattle,West,contact117@threadline.com,0.8518518518518519,0.14923076923076922,0.4210526315789473
SUP-CAT1-0118,Fabricraft Ltd. #118,Clothing,Shenzhen,West,contact118@wovenwear.com,0.8518518518518519,0.29333333333333333,0.6842105263157897
SUP-CAT1-0119,Wovenwear Group #119,Clothing,Hanoi,East,contact119@wovenwear.com,0.48148148148148145,0.44461538461538463,0.894736842105263
SUP-CAT1-0120,Fabricraft Co. #120,Clothing,Hanoi,West,contact120@northwindapparel.com,0.4074074074074074,0.06307692307692307,0.10526315789473638
SUP-CAT1-0121,Fabricraft Inc. #121,Clothing,Atlanta,South,contact121@northwindapparel.com,0.18518518518518517,0.6579487179487179,0.3684210526315788
SUP-CAT1-0122,Fabricraft Partners #122,Clothing,Mumbai,West,contact122@threadline.com,0.18518518518518517,0.12512820512820513,0.6842105263157897
SUP-CAT1-0123,UrbanStitch Distributors #123,Clothing,Miami,North,contact123@urbanstitch.com,0.8888888888888888,0.13230769230769232,0.5263157894736843
SUP-CAT1-0124,Fabricraft Group #124,Clothing,Columbus,North,contact124@northwindapparel.com,0.0,0.14461538461538462,0.15789473684210487
SUP-CAT1-0125,Northwind Apparel LLC #125,Clothing,Hanoi,Central,contact125@wovenwear.com,0.8888888888888888,0.28205128205128205,0.4210526315789473
SUP-CAT1-0126,Fabricraft Group #126,Clothing,Portland,Central,contact126@northwindapparel.com,0.25925925925925924,0.13487179487179488,0.47368421052631576
SUP-CAT1-0127,Threadline Inc. #127,Clothing,Phoenix,East,contact127@urbanstitch.com,0.5185185185185185,0.6092307692307692,0.7894736842105261
SUP-CAT1-0128,Northwind Apparel Supply Chain #128,Clothing,Newark,South,contact128@threadline.com,0.07407407407407407,0.6564102564102564,0.894736842105263
SUP-CAT1-0129,Fabricraft Inc. #129,Clothing,Portland,North,contact129@fabricraft.com,0.6296296296296297,0.36153846153846153,0.21052631578947334
SUP-CAT1-0130,Wovenwear LLC #130,Clothing,Columbus,North,contact130@northwindapparel.com,0.9629629629629629,0.008717948717948718,0.9473684210526315
SUP-CAT1-0131,Threadline Partners #131,Clothing,Dallas,West,contact131@urbanstitch.com,0.037037037037037035,0.7682051282051282,0.7368421052631576
SUP-CAT1-0132,UrbanStitch Group #132,Clothing,Newark,North,contact132@wovenwear.com,0.6666666666666666,0.9974358974358974,0.2631578947368418
SUP-CAT1-0133,Threadline Ltd. #133,Clothing,Seattle,South,contact133@fabricraft.com,0.6666666666666666,0.5625641025641026,0.9473684210526315
SUP-CAT1-0134,Wovenwear LLC #134,Clothing,Hanoi,East,contact134@urbanstitch.com,0.037037037037037035,0.21076923076923076,0.3157894736842103
SUP-CAT1-0135,UrbanStitch Co. #135,Clothing,Mumbai,East,contact135@fabricraft.com,0.07407407407407407,0.28307692307692306,0.6315789473684212
SUP-CAT1-0136,UrbanStitch Trading #136,Clothing,Shenzhen,South,contact136@urbanstitch.com,0.18518518518518517,0.6656410256410257,0.3157894736842103
SUP-CAT1-0137,Northwind Apparel LLC #137,Clothing,Dallas,West,contact137@fabricraft.com,0.1111111111111111,0.2676923076923077,0.10526315789473638
SUP-CAT1-0138,Fabricraft Distributors #138,Clothing,Mumbai,West,contact138@threadline.com,0.5555555555555556,0.23487179487179488,0.6842105263157897
SUP-CAT1-0139,UrbanStitch Inc. #139,Clothing,Dallas,Central,contact139@fabricraft.com,0.9629629629629629,0.5912820512820512,0.6842105263157897
SUP-CAT1-0140,Northwind Apparel Group #140,Clothing,Miami,Central,contact140@fabricraft.com,0.7777777777777778,0.3343589743589744,0.9473684210526315
SUP-CAT1-0141,UrbanStitch Ltd. #141,Clothing,Rotterdam,Central,contact141@urbanstitch.com,0.48148148148148145,0.6605128205128206,0.5263157894736843
SUP-CAT1-0142,Threadline Co. #142,Clothing,Shenzhen,North,contact142@northwindapparel.com,0.7407407407407407,0.2323076923076923,0.10526315789473638
SUP-CAT1-0143,Wovenwear Supply Chain #143,Clothing,Denver,North,contact143@threadline.com,1.0,0.18564102564102564,0.3684210526315788
SUP-CAT1-0144,Threadline Ltd. #144,Clothing,Osaka,Central,contact144@wovenwear.com,0.9259259259259259,0.21897435897435896,0.05263157894736848
SUP-CAT1-0145,Wovenwear Partners #145,Clothing,Columbus,South,contact145@fabricraft.com,0.8518518518518519,0.5738461538461539,0.3157894736842103
SUP-CAT1-0146,Fabricraft Trading #146,Clothing,Phoenix,North,contact146@northwindapparel.com,1.0,0.17487179487179488,0.15789473684210487
SUP-CAT1-0147,UrbanStitch Partners #147,Clothing,Columbus,South,contact147@threadline.com,0.8148148148148148,0.5317948717948718,0.47368421052631576
SUP-CAT1-0148,Wovenwear Trading #148,Clothing,Atlanta,Central,contact148@northwindapparel.com,0.9259259259259259,0.9620512820512821,0.10526315789473638
SUP-CAT1-0149,UrbanStitch Partners #149,Clothing,Denver,North,contact149@urbanstitch.com,0.9259259259259259,0.15128205128205127,0.6842105263157897
SUP-CAT1-0150,Threadline Supply Chain #150,Clothing,Miami,North,contact150@fabricraft.com,0.7777777777777778,0.11794871794871795,0.8421052631578946
SUP-CAT1-0151,Wovenwear Distributors #151,Clothing,Miami,East,contact151@urbanstitch.com,0.1111111111111111,0.7646153846153846,0.6842105263157897
SUP-CAT1-0152,Wovenwear Partners #152,Clothing,Phoenix,South,contact152@northwindapparel.com,0.037037037037037035,0.46974358974358976,1.0
SUP-CAT1-0153,Fabricraft Partners #153,Clothing,Dallas,North,contact153@northwindapparel.com,0.7407407407407407,0.3912820512820513,0.2631578947368418
SUP-CAT1-0154,Wovenwear Partners #154,Clothing,Hanoi,West,contact154@wovenwear.com,0.5555555555555556,0.41794871794871796,0.10526315789473638
SUP-CAT1-0155,Wovenwear Group #155,Clothing,Mumbai,Central,contact155@wovenwear.com,0.48148148148148145,0.05846153846153846,0.4210526315789473
SUP-CAT1-0156,Fabricraft LLC #156,Clothing,Hanoi,North,contact156@urbanstitch.com,0.5555555555555556,0.11487179487179487,0.3157894736842103
SUP-CAT1-0157,Wovenwear Co. #157,Clothing,Shenzhen,West,contact157@northwindapparel.com,0.5185185185185185,0.48,0.0
SUP-CAT1-0158,Northwind Apparel Wholesale #158,Clothing,Newark,East,contact158@threadline.com,0.8518518518518519,0.5758974358974359,0.3684210526315788
SUP-CAT1-0159,Threadline Supply Chain #159,Clothing,Chicago,South,contact159@urbanstitch.com,0.14814814814814814,0.17846153846153845,0.6315789473684212
SUP-CAT1-0160,Fabricraft Wholesale #160,Clothing,Seattle,West,contact160@wovenwear.com,0.8148148148148148,0.5605128205128205,0.15789473684210487
SUP-CAT1-0161,Wovenwear Supply Chain #161,Clothing,Columbus,North,contact161@northwindapparel.com,0.1111111111111111,0.26871794871794874,0.15789473684210487
SUP-CAT1-0162,Northwind Apparel Co. #162,Clothing,Atlanta,Central,contact162@wovenwear.com,0.25925925925925924,0.04923076923076923,0.47368421052631576
SUP-CAT1-0163,Wovenwear Wholesale #163,Clothing,Columbus,North,contact163@fabricraft.com,0.3333333333333333,0.15794871794871795,0.47368421052631576
SUP-CAT1-0164,Threadline Partners #164,Clothing,Mumbai,West,contact164@threadline.com,0.48148148148148145,0.5225641025641026,0.2631578947368418
SUP-CAT1-0165,UrbanStitch Ltd. #165,Clothing,Chicago,West,contact165@urbanstitch.com,0.5185185185185185,0.2671794871794872,0.5789473684210528
SUP-CAT1-0166,Threadline Partners #166,Clothing,Rotterdam,South,contact166@urbanstitch.com,0.6666666666666666,0.49025641025641026,0.21052631578947334
SUP-CAT1-0167,UrbanStitch Inc. #167,Clothing,Hanoi,East,contact167@fabricraft.com,0.7777777777777778,0.7497435897435898,0.7368421052631576
SUP-CAT1-0168,UrbanStitch Wholesale #168,Clothing,Dallas,North,contact168@northwindapparel.com,0.9259259259259259,0.5646153846153846,0.7894736842105261
SUP-CAT1-0169,Northwind Apparel Co. #169,Clothing,Osaka,Central,contact169@wovenwear.com,0.48148148148148145,0.4256410256410256,0.5789473684210528
SUP-CAT1-0170,Northwind Apparel Supply Chain #170,Clothing,Rotterdam,South,contact170@wovenwear.com,0.7407407407407407,0.9748717948717949,0.4210526315789473
SUP-CAT1-0171,Threadline Trading #171,Clothing,Miami,South,contact171@fabricraft.com,0.8888888888888888,0.9876923076923076,0.3684210526315788
SUP-CAT1-0172,Threadline Ltd. #172,Clothing,Chicago,Central,contact172@fabricraft.com,0.25925925925925924,0.6687179487179488,0.21052631578947334
SUP-CAT1-0173,Wovenwear Supply Chain #173,Clothing,Rotterdam,South,contact173@threadline.com,0.14814814814814814,0.8605128205128205,0.15789473684210487
SUP-CAT1-0174,Fabricraft Trading #174,Clothing,Portland,Central,contact174@urbanstitch.com,0.9259259259259259,0.33384615384615385,0.10526315789473638
SUP-CAT1-0175,UrbanStitch Group #175,Clothing,Atlanta,North,contact175@fabricraft.com,0.6296296296296297,0.5328205128205128,0.05263157894736848
SUP-CAT1-0176,Wovenwear Supply Chain #176,Clothing,Phoenix,Central,contact176@threadline.com,0.5185185185185185,0.04153846153846154,1.0
SUP-CAT1-0177,UrbanStitch Inc. #177,Clothing,Rotterdam,North,contact177@urbanstitch.com,0.037037037037037035,0.7835897435897435,0.6842105263157897
SUP-CAT1-0178,Fabricraft Partners #178,Clothing,Columbus,North,contact178@threadline.com,0.25925925925925924,0.24358974358974358,0.8421052631578946
SUP-CAT1-0179,Fabricraft Co. #179,Clothing,Phoenix,East,contact179@urbanstitch.com,0.6666666666666666,0.583076923076923,0.15789473684210487
SUP-CAT1-0180,Northwind Apparel Partners #180,Clothing,Phoenix,East,contact180@fabricraft.com,0.0,0.1882051282051282,0.9473684210526315
SUP-CAT1-0181,Northwind Apparel Ltd. #181,Clothing,Denver,South,contact181@wovenwear.com,0.14814814814814814,0.019487179487179488,0.9473684210526315
SUP-CAT1-0182,Fabricraft Group #182,Clothing,Newark,West,contact182@threadline.com,0.14814814814814814,0.6241025641025642,0.894736842105263
SUP-CAT1-0183,Northwind Apparel LLC #183,Clothing,Shenzhen,South,contact183@threadline.com,0.6666666666666666,0.0071794871794871795,0.6842105263157897
SUP-CAT1-0184,Northwind Apparel Group #184,Clothing,Denver,South,contact184@northwindapparel.com,0.5555555555555556,0.7702564102564102,1.0
