date,warehouse,warehouse_id,sku,category,region,stock,units_sold,units_ordered,price,discount,weather_condition,promotion,competitor_pricing,seasonality,epidemic,demand
2022-01-01,S002,WH002,P0011,Groceries,South,0.25245098039215685,0.2474747474747475,0.631404958677686,0.42777197633009345,0.5714285714285714,Cloudy,0.0,0.3711146733393283,Winter,0,0.3480278422273782
2022-01-01,S002,WH002,P0014,Electronics,South,0.1875,0.3484848484848485,0.9553719008264463,0.5106166492623238,0.5714285714285714,Cloudy,1.0,0.5425707992858168,Winter,0,0.2737819025522042
2022-01-01,S002,WH002,P0017,Toys,South,0.1875,0.36363636363636365,0.6479338842975206,0.07529386563847164,0.2857142857142857,Cloudy,0.0,0.06980229633394587,Winter,0,0.28306264501160094
2022-01-01,S002,WH002,P0018,Clothing,South,0.15441176470588236,0.3484848484848485,0.28429752066115704,0.1223123677939326,0.0,Cloudy,0.0,0.11051595834799495,Winter,0,0.3480278422273782
2022-01-01,S002,WH002,P0020,Furniture,South,0.15441176470588236,0.21717171717171718,0.43636363636363634,0.6478164243446596,0.0,Cloudy,0.0,0.5525797917399747,Winter,0,0.2273781902552204
2022-01-01,S003,WH003,P0001,Toys,East,0.22303921568627452,0.5505050505050505,0.6380165289256199,0.06436929338367206,0.5714285714285714,Sunny,0.0,0.05525797917399748,Winter,0,0.5011600928074246
2022-01-01,S003,WH003,P0002,Groceries,East,0.3553921568627451,0.2828282828282828,0.7801652892561983,0.24414276916485933,0.5714285714285714,Sunny,1.0,0.21404647404569208,Winter,0,0.3619489559164733
2022-01-01,S003,WH003,P0005,Toys,East,0.31004901960784315,0.20202020202020202,0.7008264462809918,0.0801670816933087,0.2857142857142857,Sunny,0.0,0.06474566993783479,Winter,0,0.2459396751740139
2022-01-01,S003,WH003,P0006,Toys,East,0.27818627450980393,0.5353535353535354,0.0,0.21318981444292717,0.0,Sunny,0.0,0.23760931044818914,Winter,0,0.6125290023201856
2022-01-01,S003,WH003,P0008,Clothing,East,0.3639705882352941,0.30808080808080807,0.0,0.5793236404530485,0.0,Sunny,0.0,0.6336943347538805,Winter,0,0.39443155452436196
2022-01-01,S003,WH003,P0009,Groceries,East,0.2769607843137255,0.48484848484848486,0.0,0.27573834578413264,0.2857142857142857,Sunny,0.0,0.3203398887020891,Winter,0,0.5661252900232019
2022-01-01,S003,WH003,P0010,Groceries,East,0.20465686274509803,0.35353535353535354,0.41983471074380163,0.16804562615471125,0.5714285714285714,Sunny,0.0,0.18240346144322372,Winter,0,0.4733178654292343
2022-01-01,S003,WH003,P0011,Electronics,East,0.1948529411764706,0.7929292929292929,0.968595041322314,0.6765202024258977,0.5714285714285714,Sunny,0.0,0.7030795897355698,Winter,0,0.6728538283062645
2022-01-01,S003,WH003,P0012,Furniture,East,0.15441176470588236,0.29292929292929293,0.43305785123966944,0.5414625003346989,0.0,Sunny,0.0,0.5133257744588237,Winter,0,0.35266821345707655
2022-01-01,S003,WH003,P0016,Electronics,East,0.35784313725490197,0.40404040404040403,0.0,0.4781106916218171,0.5714285714285714,Sunny,0.0,0.5340735817335889,Winter,0,0.48259860788863107
2022-01-01,S003,WH003,P0019,Groceries,East,0.24632352941176472,0.5505050505050505,0.0,0.2938924143840202,0.0,Sunny,0.0,0.34332929324523337,Winter,0,0.5522041763341067
2022-01-01,S003,WH003,P0020,Clothing,East,0.30637254901960786,0.20707070707070707,0.8925619834710744,0.32655902749886206,0.2857142857142857,Sunny,0.0,0.2751430321512817,Winter,0,0.26450116009280744
2022-01-01,S004,WH004,P0001,Groceries,West,0.26348039215686275,0.4292929292929293,0.9487603305785124,0.030203229175034145,0.0,Snowy,0.0,0.03456230206826446,Winter,0,0.35730858468677495
2022-01-01,S004,WH004,P0002,Groceries,West,0.34681372549019607,0.3383838383838384,0.0,0.07652555760837551,0.5714285714285714,Snowy,1.0,0.08205288605648306,Winter,0,0.5011600928074246
2022-01-01,S004,WH004,P0004,Groceries,West,0.20588235294117646,0.4444444444444444,0.8330578512396695,0.2506760917878277,0.0,Snowy,0.0,0.27337060640419125,Winter,0,0.3805104408352668
2022-01-01,S004,WH004,P0005,Clothing,West,0.3541666666666667,0.9949494949494949,0.0,0.45197740112994356,0.5714285714285714,Snowy,0.0,0.3797682813986525,Winter,0,0.8306264501160093
2022-01-01,S004,WH004,P0006,Groceries,West,0.25245098039215685,0.24242424242424243,0.5355371900826447,0.16333306557420946,0.0,Snowy,0.0,0.1558170752368665,Winter,0,0.32018561484918795
2022-01-01,S004,WH004,P0007,Groceries,West,0.2267156862745098,0.21717171717171718,0.8363636363636363,0.1044796101427156,0.2857142857142857,Snowy,0.0,0.11249690477121374,Winter,0,0.28306264501160094
2022-01-01,S004,WH004,P0008,Furniture,West,0.3443627450980392,0.29797979797979796,0.0,0.5130800332021315,0.0,Snowy,0.0,0.589800732428875,Winter,0,0.35266821345707655
2022-01-01,S004,WH004,P0009,Clothing,West,0.25245098039215685,0.5353535353535354,0.9884297520661157,0.5657214769593274,0.2857142857142857,Snowy,0.0,0.6107570603797684,Winter,0,0.4361948955916473
2022-01-01,S004,WH004,P0011,Clothing,West,0.23897058823529413,0.30303030303030304,0.968595041322314,0.2573700698851314,0.0,Snowy,0.0,0.2992793004131316,Winter,0,0.26450116009280744
2022-01-01,S004,WH004,P0012,Electronics,West,0.13602941176470587,0.5606060606060606,0.37355371900826445,0.6068492783891613,0.0,Snowy,0.0,0.6702897134143958,Winter,0,0.4593967517401392
2022-01-01,S004,WH004,P0014,Furniture,West,0.13480392156862744,0.26262626262626265,0.4033057851239669,0.7691648592925804,0.5714285714285714,Snowy,1.0,0.9037807405090512,Winter,0,0.3062645011600928
2022-01-01,S004,WH004,P0015,Furniture,West,0.30514705882352944,0.21212121212121213,0.0,0.43719709749109703,0.2857142857142857,Snowy,0.0,0.4013501713779308,Winter,0,0.18561484918793503
2022-01-01,S004,WH004,P0016,Furniture,West,0.18995098039215685,0.37373737373737376,0.7206611570247934,0.5652930623611,0.5714285714285714,Snowy,0.0,0.5019092674407997,Winter,0,0.3109048723897912
2022-01-01,S004,WH004,P0017,Clothing,West,0.28431372549019607,0.3282828282828283,0.0,0.4284145982274346,0.5714285714285714,Snowy,0.0,0.4682331782460805,Winter,0,0.37587006960556846
2022-01-01,S004,WH004,P0018,Furniture,West,0.20220588235294118,0.32323232323232326,0.0,0.7308753045760035,0.5714285714285714,Snowy,0.0,0.7603185153327859,Winter,0,0.2923433874709977
2022-01-01,S004,WH004,P0019,Clothing,West,0.17892156862745098,0.6313131313131313,0.34049586776859503,0.2786301443221678,0.5714285714285714,Snowy,0.0,0.3113734996285725,Winter,0,0.4965197215777262
2022-01-01,S004,WH004,P0020,Furniture,West,0.3553921568627451,0.26262626262626265,0.0,0.6433716228880499,0.5714285714285714,Snowy,0.0,0.5500254134574032,Winter,0,0.33410672853828305
2022-01-01,S005,WH005,P0001,Groceries,North,0.22303921568627452,0.3787878787878788,0.6545454545454545,0.03550485982809865,0.2857142857142857,Snowy,0.0,0.026273605192164838,Winter,0,0.37122969837587005
2022-01-01,S005,WH005,P0004,Groceries,North,0.23897058823529413,0.7222222222222222,0.3768595041322314,0.014030578091948485,0.5714285714285714,Snowy,0.0,0.017984908316065217,Winter,0,0.54292343387471
2022-01-01,S005,WH005,P0006,Groceries,North,0.3431372549019608,0.29797979797979796,0.9917355371900827,0.2605831793718371,0.2857142857142857,Snowy,0.0,0.2474097822262189,Winter,0,0.2923433874709977
2022-01-01,S005,WH005,P0007,Groceries,North,0.3639705882352941,0.37373737373737376,0.0,0.4171687150239645,0.0,Snowy,0.0,0.3905592263882916,Winter,0,0.37587006960556846
2022-01-01,S005,WH005,P0008,Groceries,North,0.2806372549019608,0.8333333333333334,0.0,0.3673119661552468,0.0,Snowy,0.0,0.4156338376927188,Winter,0,0.6728538283062645
2022-01-01,S005,WH005,P0009,Groceries,North,0.33088235294117646,0.29797979797979796,0.8859504132231405,0.48153800840763655,0.0,Snowy,0.0,0.5601907964186574,Winter,0,0.4176334106728538
2022-01-01,S005,WH005,P0011,Electronics,North,0.2696078431372549,0.08585858585858586,0.0,0.3067984041556216,0.0,Snowy,0.0,0.26534256037325205,Winter,0,0.05104408352668213
2022-01-01,S005,WH005,P0014,Furniture,North,0.23651960784313725,0.3181818181818182,0.7239669421487603,0.8372827804107426,0.5714285714285714,Snowy,1.0,0.7912317055688054,Winter,0,0.3619489559164733
2022-01-01,S005,WH005,P0015,Groceries,North,0.16176470588235295,0.5454545454545454,0.6710743801652893,0.21169036334913113,0.5714285714285714,Snowy,0.0,0.25001629067782255,Winter,0,0.41299303944315546
2022-01-01,S005,WH005,P0016,Toys,North,0.16053921568627452,0.29797979797979796,0.631404958677686,0.14999866120438057,0.0,Snowy,0.0,0.18047464518903703,Winter,0,0.33410672853828305
2022-01-01,S005,WH005,P0017,Toys,North,0.1948529411764706,0.4494949494949495,0.2413223140495868,0.15106969769994913,0.5714285714285714,Snowy,0.0,0.17020500188971863,Winter,0,0.38979118329466356
2022-01-01,S005,WH005,P0018,Clothing,North,0.3002450980392157,0.3434343434343434,0.0,0.09414410796047876,0.0,Snowy,0.0,0.09049797343967889,Winter,0,0.38979118329466356
2022-01-01,S005,WH005,P0019,Furniture,North,0.24754901960784315,0.21212121212121213,0.0,0.6122044608670041,0.5714285714285714,Snowy,0.0,0.5083734084007768,Winter,0,0.19953596287703015
2022-01-01,S005,WH005,P0020,Toys,North,0.16053921568627452,0.398989898989899,0.34710743801652894,0.12761399844699708,0.5714285714285714,Snowy,0.0,0.15347121763042318,Winter,0,0.46403712296983757
2022-01-02,S001,WH001,P0001,Electronics,North,0.11397058823529412,0.35858585858585856,0.0,0.3255950946528503,0.2857142857142857,Snowy,0.0,0.3585513026025987,Winter,0,0.37122969837587005
2022-01-02,S001,WH001,P0002,Clothing,North,0.30514705882352944,0.5858585858585859,0.0,0.37277425228264655,0.5714285714285714,Snowy,0.0,0.43153353924750104,Winter,0,0.7935034802784223
2022-01-02,S001,WH001,P0003,Clothing,North,0.16299019607843138,0.6565656565656566,0.0,0.3283797895413287,0.0,Snowy,0.0,0.36110568088517037,Winter,0,0.7053364269141531
2022-01-02,S001,WH001,P0004,Electronics,North,0.11519607843137254,0.41414141414141414,0.6049586776859505,0.464883390901545,0.5714285714285714,Snowy,0.0,0.522813465222661,Winter,0,0.3433874709976798
2022-01-02,S001,WH001,P0006,Toys,North,0.18259803921568626,0.3888888888888889,0.5685950413223141,0.17190135753875815,0.2857142857142857,Snowy,0.0,0.14262814247175198,Winter,0,0.28306264501160094
2022-01-02,S001,WH001,P0008,Electronics,North,0.24754901960784315,0.18686868686868688,0.0,0.1743111896537875,0.2857142857142857,Snowy,0.0,0.1952796131941458,Winter,0,0.2505800464037123
2022-01-02,S001,WH001,P0009,Clothing,North,0.2034313725490196,0.6717171717171717,0.3537190082644628,0.4732910273917584,0.5714285714285714,Snowy,0.0,0.41068147163467184,Winter,0,0.5661252900232019
2022-01-02,S001,WH001,P0011,Furniture,North,0.20098039215686275,0.7676767676767676,0.8727272727272727,0.912308886925322,0.5714285714285714,Snowy,1.0,0.9527830993991999,Winter,0,0.5846867749419954
2022-01-02,S001,WH001,P0013,Toys,North,0.2034313725490196,0.3686868686868687,0.2975206611570248,0.1493560393070394,0.5714285714285714,Snowy,0.0,0.12542518669116787,Winter,0,0.4779582366589327
2022-01-02,S001,WH001,P0014,Groceries,North,0.16053921568627452,0.4090909090909091,0.0,0.3540311136101963,0.0,Snowy,0.0,0.31955793616660805,Winter,0,0.3294663573085847
2022-01-02,S001,WH001,P0015,Toys,North,0.16911764705882354,0.5909090909090909,0.3603305785123967,0.05537258682089593,0.5714285714285714,Snowy,1.0,0.062191291655263194,Winter,0,0.4918793503480278
2022-01-02,S001,WH001,P0016,Groceries,North,0.030637254901960783,0.12626262626262627,0.0,0.1646718611936702,0.0,Snowy,0.0,0.13605974117371078,Winter,0,0.2552204176334107
2022-01-02,S001,WH001,P0017,Toys,North,0.08455882352941177,0.16666666666666666,0.1652892561983471,0.06924250943850913,0.5714285714285714,Snowy,0.0,0.05838578931592186,Winter,0,0.17633410672853828
2022-01-02,S001,WH001,P0018,Groceries,North,0.24877450980392157,0.8686868686868687,0.512396694214876,0.3293437223873404,0.5714285714285714,Snowy,0.0,0.27065983761452345,Winter,0,0.6496519721577726
2022-01-02,S001,WH001,P0019,Furniture,North,0.2696078431372549,0.17676767676767677,0.0,0.4737194419899859,0.5714285714285714,Snowy,0.0,0.4933077895505077,Winter,0,0.22273781902552203
2022-01-02,S002,WH002,P0002,Toys,South,0.09068627450980392,0.30808080808080807,0.0,0.1438937531796396,0.0,Cloudy,0.0,0.16269825754910014,Winter,0,0.3619489559164733
2022-01-02,S002,WH002,P0003,Groceries,South,0.024509803921568627,0.10101010101010101,0.0,0.3310038289554717,0.5714285714285714,Cloudy,0.0,0.2937013723266998,Winter,0,0.2505800464037123
2022-01-02,S002,WH002,P0004,Groceries,South,0.06004901960784314,0.20202020202020202,0.0,0.1706696655688543,0.2857142857142857,Cloudy,0.0,0.1582150630123418,Winter,0,0.2552204176334107
2022-01-02,S002,WH002,P0006,Clothing,South,0.14583333333333334,0.5858585858585859,0.45289256198347105,0.33164645085281286,0.5714285714285714,Cloudy,0.0,0.28536054528156807,Winter,0,0.5243619489559165
2022-01-02,S002,WH002,P0007,Toys,South,0.17647058823529413,0.4797979797979798,0.0,0.13478994296730662,0.0,Cloudy,0.0,0.12281867823956422,Winter,0,0.4222737819025522
2022-01-02,S002,WH002,P0008,Groceries,South,0.1213235294117647,0.5,0.5057851239669422,0.13130907435670874,0.0,Cloudy,0.0,0.1553479037155778,Winter,0,0.6310904872389791
2022-01-02,S002,WH002,P0009,Groceries,South,0.0,0.0,0.8694214876033057,0.37459501432511316,0.0,Cloudy,0.0,0.40974312859209455,Winter,0,0.7146171693735499
2022-01-02,S002,WH002,P0013,Groceries,South,0.07230392156862746,0.22727272727272727,0.0,0.08375505395346347,0.0,Cloudy,0.0,0.08961176056613365,Winter,0,0.3294663573085847
2022-01-02,S002,WH002,P0016,Clothing,South,0.0,0.0,0.859504132231405,0.5491739631027928,0.0,Cloudy,0.0,0.5728584274934512,Winter,0,0.7192575406032483
2022-01-02,S002,WH002,P0018,Clothing,South,0.17524509803921567,0.37373737373737376,0.28760330578512394,0.11422604225238975,0.2857142857142857,Cloudy,0.0,0.13824920827305784,Winter,0,0.40835266821345706
2022-01-02,S002,WH002,P0020,Furniture,South,0.1017156862745098,0.3888888888888889,0.7074380165289256,0.6938709936541088,0.0,Cloudy,0.0,0.6239459931448829,Winter,0,0.3062645011600928
2022-01-02,S003,WH003,P0001,Toys,East,0.08946078431372549,0.3686868686868687,0.0,0.058532144482823255,0.2857142857142857,Cloudy,0.0,0.062191291655263194,Winter,0,0.4037122969837587
2022-01-02,S003,WH003,P0003,Electronics,East,0.1556372549019608,0.6313131313131313,0.5289256198347108,0.5625619192974001,0.0,Cloudy,0.0,0.534229972240685,Winter,0,0.654292343387471
2022-01-02,S003,WH003,P0004,Groceries,East,0.09926470588235294,0.19696969696969696,0.0,0.080702599941093,0.0,Cloudy,0.0,0.09070649411580718,Winter,0,0.24129930394431554
2022-01-02,S003,WH003,P0005,Toys,East,0.2610294117647059,0.29797979797979796,0.0,0.08150587731276944,0.5714285714285714,Cloudy,0.0,0.06698726720621392,Winter,0,0.3294663573085847
2022-01-02,S003,WH003,P0006,Toys,East,0.1482843137254902,0.35353535353535354,0.31735537190082647,0.19203684365544757,0.0,Cloudy,0.0,0.18198642009096713,Winter,0,0.4037122969837587
2022-01-02,S003,WH003,P0007,Groceries,East,0.15196078431372548,0.6262626262626263,0.0,0.06142394302085844,0.5714285714285714,Cloudy,0.0,0.0765270881390833,Winter,0,0.5939675174013921
2022-01-02,S003,WH003,P0009,Groceries,East,0.15931372549019607,0.3939393939393939,0.28429752066115704,0.2556028596674432,0.5714285714285714,Cloudy,0.0,0.24120629211140215,Winter,0,0.46867749419953597
2022-01-02,S003,WH003,P0012,Furniture,East,0.08333333333333333,0.31313131313131315,0.740495867768595,0.4572254799582296,0.8571428571428571,Cloudy,1.0,0.5318319844652097,Winter,0,0.4222737819025522
2022-01-02,S003,WH003,P0013,Groceries,East,0.0,0.0,0.0,0.344391785150079,0.0,Cloudy,0.0,0.3543287589110008,Winter,0,0.3665893271461717
2022-01-02,S003,WH003,P0014,Groceries,East,0.29901960784313725,0.26262626262626265,0.0,0.425094385091172,0.0,Cloudy,0.0,0.4105250811275756,Winter,0,0.21345707656612528
2022-01-02,S003,WH003,P0016,Electronics,East,0.25980392156862747,0.6363636363636364,0.9553719008264463,0.6530645031729457,0.0,Cloudy,0.0,0.5485657687245051,Winter,0,0.7053364269141531
2022-01-02,S003,WH003,P0017,Furniture,East,0.18504901960784315,0.18686868686868688,0.0,0.5491739631027928,0.2857142857142857,Cloudy,0.0,0.4565560203828961,Winter,0,0.17633410672853828
2022-01-02,S003,WH003,P0018,Furniture,East,0.2855392156862745,0.3282828282828283,0.0,0.6594907221463572,0.5714285714285714,Cloudy,0.0,0.7507786943999167,Winter,0,0.3990719257540603
2022-01-02,S003,WH003,P0019,Groceries,East,0.11274509803921569,0.46464646464646464,0.3140495867768595,0.2778804187752698,0.2857142857142857,Cloudy,0.0,0.2661245129087331,Winter,0,0.4779582366589327
2022-01-02,S003,WH003,P0020,Clothing,East,0.25612745098039214,0.30303030303030304,0.0,0.3681152435269232,0.2857142857142857,Cloudy,0.0,0.30245924072408803,Winter,0,0.40835266821345706
2022-01-02,S004,WH004,P0002,Groceries,West,0.2647058823529412,0.6111111111111112,0.743801652892562,0.10110584518167459,0.0,Sunny,0.0,0.08653608059324133,Winter,0,0.5893271461716937
2022-01-02,S004,WH004,P0003,Furniture,West,0.08455882352941177,0.3484848484848485,0.0,0.73917583741666,0.2857142857142857,Sunny,0.0,0.6735739140634165,Winter,0,0.35730858468677495
2022-01-02,S004,WH004,P0004,Groceries,West,0.09803921568627451,0.10101010101010101,0.0,0.1823439633705519,0.2857142857142857,Sunny,0.0,0.20747807274765087,Winter,0,0.10208816705336426
2022-01-02,S004,WH004,P0005,Clothing,West,0.11274509803921569,0.46464646464646464,0.5024793388429752,0.42311296757437017,0.5714285714285714,Sunny,0.0,0.4371114673339329,Winter,0,0.8074245939675174
2022-01-02,S004,WH004,P0006,Groceries,West,0.19362745098039216,0.7525252525252525,0.8859504132231405,0.19342919109968676,0.2857142857142857,Sunny,0.0,0.15685967861750794,Winter,0,0.6032482598607889
2022-01-02,S004,WH004,P0008,Furniture,West,0.27205882352941174,0.1414141414141414,0.0,0.4255227996893995,0.2857142857142857,Sunny,0.0,0.4474853709713154,Winter,0,0.19489559164733178
2022-01-02,S004,WH004,P0012,Electronics,West,0.13848039215686275,0.45454545454545453,0.23471074380165288,0.47939593541649933,0.8571428571428571,Sunny,1.0,0.506392461977558,Winter,0,0.37122969837587005
2022-01-02,S004,WH004,P0014,Furniture,West,0.07107843137254902,0.29292929292929293,0.6115702479338843,0.9127908533483279,0.0,Sunny,0.0,0.9827579465926419,Winter,0,0.3851508120649652
2022-01-02,S004,WH004,P0016,Furniture,West,0.09926470588235294,0.3383838383838384,0.0,0.631268910488125,0.0,Sunny,0.0,0.7478594049341206,Winter,0,0.3805104408352668
2022-01-02,S004,WH004,P0017,Clothing,West,0.20465686274509803,0.5,0.4925619834710744,0.6019760623343241,0.0,Sunny,0.0,0.5561767734031878,Winter,0,0.6218097447795824
2022-01-02,S004,WH004,P0018,Furniture,West,0.12377450980392157,0.47474747474747475,0.343801652892562,0.8796422738104801,0.2857142857142857,Sunny,0.0,0.8253769662848133,Winter,0,0.3851508120649652
2022-01-02,S004,WH004,P0019,Clothing,West,0.15196078431372548,0.6262626262626263,0.5355371900826447,0.33255683187404617,0.2857142857142857,Sunny,0.0,0.38915171182442565,Winter,0,0.6682134570765661
2022-01-02,S004,WH004,P0020,Furniture,West,0.2916666666666667,0.2828282828282828,0.0,0.5894449353361717,0.2857142857142857,Sunny,0.0,0.6727919615279353,Winter,0,0.2273781902552204
2022-01-02,S005,WH005,P0001,Groceries,North,0.13112745098039216,0.4090909090909091,0.0,0.03679010362278094,0.0,Snowy,0.0,0.027003427558613863,Winter,0,0.3294663573085847
2022-01-02,S005,WH005,P0002,Electronics,North,0.0,0.0,0.0,0.19267946555278875,0.5714285714285714,Snowy,0.0,0.1748967171026052,Winter,0,0.4733178654292343
2022-01-02,S005,WH005,P0003,Toys,North,0.125,0.4393939393939394,0.3603305785123967,0.13013093421158325,0.5714285714285714,Snowy,0.0,0.12526879618407163,Winter,0,0.44547563805104406
2022-01-02,S005,WH005,P0004,Groceries,North,0.2034313725490196,0.3888888888888889,0.3603305785123967,0.01585134013441508,0.5714285714285714,Snowy,0.0,0.012250589722537179,Winter,0,0.5336426914153132
2022-01-02,S005,WH005,P0005,Groceries,North,0.07475490196078431,0.30808080808080807,0.0,0.05612231236779394,0.5714285714285714,Snowy,0.0,0.043476560972748955,Winter,0,0.4222737819025522
2022-01-02,S005,WH005,P0007,Groceries,North,0.27328431372549017,0.015151515151515152,0.0,0.2778804187752698,0.0,Snowy,0.0,0.30954894371245,Winter,0,0.0
2022-01-02,S005,WH005,P0008,Groceries,North,0.0784313725490196,0.32323232323232326,0.34049586776859503,0.28885854285484786,0.5714285714285714,Snowy,0.0,0.2613285373577824,Winter,0,0.4176334106728538
2022-01-02,S005,WH005,P0009,Groceries,North,0.25857843137254904,0.40404040404040403,0.0,0.5258789193241761,0.0,Snowy,0.0,0.43659016564361214,Winter,0,0.46403712296983757
2022-01-02,S005,WH005,P0014,Furniture,North,0.15931372549019607,0.23737373737373738,0.0,0.8322489088815702,0.2857142857142857,Snowy,0.0,0.7720478033650024,Winter,0,0.28306264501160094
2022-01-02,S005,WH005,P0015,Groceries,North,0.029411764705882353,0.12121212121212122,0.6347107438016529,0.21758106407475838,0.8571428571428571,Snowy,1.0,0.2314579505024045,Winter,0,0.5290023201856149
2022-01-02,S005,WH005,P0016,Toys,North,0.08823529411764706,0.36363636363636365,0.6909090909090909,0.1622620290786409,0.0,Snowy,0.0,0.1521158332355893,Winter,0,0.35730858468677495
2022-01-02,S005,WH005,P0017,Toys,North,0.17524509803921567,0.30808080808080807,0.0,0.1435188904061906,0.2857142857142857,Snowy,0.0,0.15967470774523987,Winter,0,0.25986078886310904
2022-01-02,S005,WH005,P0018,Clothing,North,0.21691176470588236,0.8939393939393939,0.7900826446280992,0.12723913567354808,0.5714285714285714,Snowy,0.0,0.11614601660345886,Winter,0,0.9605568445475638
2022-01-02,S005,WH005,P0019,Furniture,North,0.19607843137254902,0.18686868686868688,0.37355371900826445,0.6135968083112432,0.5714285714285714,Snowy,0.0,0.7020369863549284,Winter,0,0.26450116009280744
2022-01-02,S005,WH005,P0020,Toys,North,0.19240196078431374,0.2828282828282828,0.0,0.1166894261921975,0.5714285714285714,Snowy,0.0,0.09737915575191253,Winter,0,0.29698375870069604
2022-01-03,S001,WH001,P0001,Electronics,North,0.33578431372549017,0.7171717171717171,0.7570247933884298,0.3412322274881517,0.8571428571428571,Snowy,1.0,0.39540733210827445,Winter,0,0.5939675174013921
2022-01-03,S001,WH001,P0002,Clothing,North,0.16299019607843138,0.46464646464646464,0.39008264462809916,0.3935523602966771,0.0,Snowy,0.0,0.3789863288631714,Winter,0,0.617169373549884
2022-01-03,S001,WH001,P0003,Clothing,North,0.003676470588235294,0.015151515151515152,0.0,0.2488553297453611,0.5714285714285714,Snowy,1.0,0.26648942409195764,Winter,0,0.4733178654292343
