date,sku,demand,revenue,units,day_of_week,month,quarter,day_of_week_sin,month_cos,promo_flag,lag_7d,rolling_mean_30,rolling_std_14,price_delta_pct
2025-10-27 14:54:13,SKU-100,0.27406846983166255,0.30300281742318574,0.3125,0,10,4,0.0,0.5000000000000001,0,0.4772082466427085,0.4692327091608347,0.1986234915798227,25.129533678756477
2026-04-05 14:54:13,SKU-044,0.09646302250803857,0.12181616832779624,0.10416666666666667,6,4,2,-0.7818314824680299,-0.4999999999999998,0,0.4533762057877814,0.4666666666666667,0.19415627272043465,-64.80331262939958
2026-05-15 14:54:13,SKU-356,0.31170796292793645,0.17463917876908214,0.3541666666666667,4,5,2,-0.433883739117558,-0.8660254037844387,0,0.35691318327974275,0.4485656642078053,0.19380463617153082,223.1372549019609
2026-04-13 14:54:13,SKU-123,0.5305466237942121,0.24795423629448549,0.6041666666666666,0,4,2,0.0,-0.4999999999999998,1,0.8532248912426706,0.45637097282642963,0.19801884879984724,70.20631067961163
2025-10-20 14:54:13,SKU-488,0.6311707962927937,0.09117701195439401,0.6458333333333334,0,10,4,0.0,0.5000000000000001,0,0.408170985435975,0.4603745034991488,0.21008503623499078,18.9661319073084
2025-11-02 14:54:13,SKU-262,0.5296009078872707,0.13522558165196602,0.5416666666666666,6,11,4,-0.7818314824680299,0.8660254037844384,0,0.3883109513902024,0.45389950192295564,0.18971675410606367,-16.092298471681165
2026-06-10 14:54:13,SKU-357,0.1246453565348969,0.035776165444352456,0.125,2,6,2,0.9749279121818236,-1.0,0,0.21902780404766406,0.44171868104154843,0.20147722696591044,-76.46428571428572
2025-12-31 14:54:13,SKU-011,0.03593720446377908,0.0361428947022786,0.041666666666666664,2,12,4,0.9749279121818236,1.0,0,0.27406846983166255,0.4324947985625118,0.22254014540002143,-71.16843702579666
2026-02-07 14:54:13,SKU-023,0.6294685076602988,0.8297888670608773,0.75,5,2,1,-0.9749279121818236,0.5000000000000001,0,0.09646302250803857,0.4381690940041611,0.23223606191343257,1651.5789473684213
2025-11-11 14:54:13,SKU-387,0.08984301115944769,0.045189349641120896,0.10416666666666667,1,11,4,0.7818314824680298,0.8660254037844384,0,0.31170796292793645,0.42160015131454515,0.24531648632979688,-85.72716346153845
2026-07-04 14:54:13,SKU-405,0.40684698316625684,0.23362939955549242,0.4166666666666667,5,7,3,-0.9749279121818236,-0.8660254037844388,1,0.5305466237942121,0.4235861547191223,0.2023467479555728,352.8421052631579
2026-07-04 14:54:13,SKU-422,0.8038585209003215,0.8024488742788183,0.8541666666666666,5,7,3,-0.9749279121818236,-0.8660254037844388,0,0.6311707962927937,0.4212155601790555,0.23799930907781486,97.58251975825199
2025-12-07 14:54:13,SKU-035,0.2352941176470588,0.1571518854013061,0.2708333333333333,6,12,4,-0.7818314824680299,1.0,1,0.5296009078872707,0.3965765084168716,0.2402136586315566,-70.72941176470589
2025-12-28 14:54:13,SKU-266,0.7056932097597881,0.5331445564150675,0.7708333333333334,6,12,4,-0.7818314824680299,1.0,0,0.1246453565348969,0.395964945463716,0.2543915284615593,199.91961414791
2025-09-13 14:54:13,SKU-238,0.8083979572536409,0.364410371905926,0.8333333333333334,5,9,3,-0.9749279121818236,-1.8369701987210297e-16,0,0.03593720446377908,0.39421852342223057,0.2755004128522371,14.553738943982841
2026-01-02 14:54:13,SKU-401,0.037450349914885564,0.05349254795416631,0.041666666666666664,4,1,1,-0.433883739117558,0.8660254037844387,1,0.6294685076602988,0.39546056364668053,0.2812919242761868,-95.3673373888629
2026-04-24 14:54:13,SKU-371,0.18989975411386417,0.14125001953789781,0.22916666666666666,4,4,2,-0.433883739117558,-0.4999999999999998,0,0.08984301115944769,0.39249732047159697,0.28673146006037137,407.0707070707071
2026-07-30 14:54:13,SKU-426,0.8110459617930773,0.14342799940558135,0.8541666666666666,3,7,3,0.43388373911755823,-0.8660254037844388,0,0.40684698316625684,0.3962171363722337,0.3049253393417187,327.09163346613553
2025-12-20 14:54:13,SKU-121,0.33894458104785324,0.18054323987569468,0.3541666666666667,5,12,4,-0.9749279121818236,1.0,0,0.8038585209003215,0.39766723409621085,0.30016075760643446,-58.20895522388059
2025-08-22 14:54:13,SKU-130,0.31870626063930396,0.3701907901965711,0.3333333333333333,4,8,3,-0.433883739117558,-0.5000000000000004,0,0.2352941176470588,0.39343673160582554,0.29901327425159796,-5.970982142857151
2025-12-13 14:54:13,SKU-262,0.1961414790996784,0.05478029954688407,0.20833333333333334,5,12,4,-0.9749279121818236,1.0,0,0.7056932097597881,0.3857007754870436,0.2946108967592968,-38.456973293768556
2025-12-28 14:54:13,SKU-383,0.14999054284093058,0.1895505023747586,0.16666666666666666,6,12,4,-0.7818314824680299,1.0,0,0.8083979572536409,0.38919992434272743,0.28517926167971686,-23.529411764705866
2025-12-27 14:54:13,SKU-250,0.6226593531303196,0.29400535303406644,0.7291666666666666,5,12,4,-0.9749279121818236,1.0,0,0.037450349914885564,0.40115377340646863,0.284779279316052,315.1324085750315
2025-11-30 14:54:13,SKU-212,0.14261395876678643,0.12014582387057539,0.14583333333333334,6,11,4,-0.7818314824680299,0.8660254037844384,0,0.18989975411386417,0.3900006304772713,0.2805593539461157,-77.09599027946538
2026-04-20 14:54:13,SKU-362,0.2666918857575184,0.1410895171654721,0.2708333333333333,0,4,2,0.0,-0.4999999999999998,0,0.8110459617930773,0.38377781980959585,0.2832438206833488,87.00265251989391
2026-07-18 14:54:13,SKU-242,0.3512388878380934,0.1999532956759308,0.4166666666666667,5,7,3,-0.9749279121818236,-0.8660254037844388,0,0.33894458104785324,0.3835886766282075,0.25860059313261513,31.702127659574476
2026-01-24 14:54:13,SKU-478,0.39322867410629847,0.42573860835578153,0.3958333333333333,5,1,1,-0.9749279121818236,0.8660254037844387,0,0.31870626063930396,0.3682554693903285,0.25571855571531893,11.954765751211639
2025-12-17 14:54:13,SKU-135,0.4980139965954227,0.335927266296998,0.5208333333333334,2,12,4,0.9749279121818236,1.0,0,0.1961414790996784,0.3712502364289767,0.2410303342133714,26.647426647426652
2026-02-15 14:54:13,SKU-246,0.7845659163987139,0.49679823428727266,0.8958333333333334,6,2,1,-0.7818314824680299,0.5000000000000001,0,0.14999054284093058,0.3844587352625937,0.23772761983003943,57.53892897835171
2026-01-02 14:54:13,SKU-330,0.6996406279553622,0.5766892233154892,0.7708333333333334,4,1,1,-0.433883739117558,0.8660254037844387,1,0.6226593531303196,0.40047916272618367,0.23351744696835236,-10.824493731919006
2025-12-08 14:54:13,SKU-266,0.12937393606960468,0.11182582879762495,0.14583333333333334,0,12,4,0.0,1.0,0,0.14261395876678643,0.3956560116007818,0.2384473086272608,-81.50851581508516
2026-07-17 14:54:13,SKU-070,0.7181766597314166,0.9059505088135167,0.7916666666666666,4,7,3,-0.433883739117558,-0.8660254037844388,0,0.2666918857575184,0.4163797995082277,0.22738795994723718,455.11695906432755
2025-08-28 14:54:13,SKU-443,0.47077737847550594,0.09503840042589118,0.5625,3,8,3,0.43388373911755823,-0.5000000000000004,0,0.3512388878380934,0.42168211335981337,0.22736295377136415,-34.44824861732947
2026-06-10 14:54:13,SKU-352,0.7289578210705503,0.1460930853105103,0.8541666666666666,2,6,2,0.9749279121818236,-1.0,0,0.39322867410629847,0.4282958199356913,0.24071877773377978,54.84130172760142
2026-02-06 14:54:13,SKU-110,0.7077737847550596,0.22630041331693782,0.8541666666666666,4,2,1,-0.433883739117558,0.5000000000000001,0,0.4980139965954227,0.4308492528844335,0.2397770677303865,-2.9060716139076126
2025-09-04 14:54:13,SKU-282,0.20313977681104595,0.08040095732199926,0.20833333333333334,3,9,3,0.43388373911755823,-1.8369701987210297e-16,0,0.7845659163987139,0.4199672151818926,0.23458319197312377,-71.29877071084982
2026-02-06 14:54:13,SKU-057,0.7900510686589748,0.5982413325802787,0.8125,4,2,1,-0.433883739117558,0.5000000000000001,0,0.6996406279553622,0.44214740558602855,0.24639467568778683,288.9199255121043
2026-05-24 14:54:13,SKU-477,0.11367505201437486,0.13025607360340194,0.125,6,5,2,-0.7818314824680299,-0.8660254037844387,0,0.12937393606960468,0.4447386671710485,0.24964870492374716,-85.61168302609529
2026-04-25 14:54:13,SKU-213,0.2961982220540949,0.37953445447039935,0.3541666666666667,5,4,2,-0.9749279121818236,-0.4999999999999998,0,0.7181766597314166,0.4336296576508417,0.24773875857376124,160.5657237936772
2026-03-24 14:54:13,SKU-229,0.3574806128239077,0.16659259762125223,0.3958333333333333,1,3,1,0.7818314824680298,6.123233995736766e-17,0,0.47077737847550594,0.442550911039657,0.24747186900981988,20.68965517241381
2026-04-13 14:54:13,SKU-370,0.31208624929071305,0.2527609090873037,0.3541666666666667,0,4,2,0.0,-0.4999999999999998,0,0.7289578210705503,0.43939221991047217,0.2508950935658645,-12.698412698412708
2025-10-21 14:54:13,SKU-088,0.53527520332892,0.695601885063038,0.6041666666666666,1,10,4,0.7818314824680298,0.5000000000000001,0,0.7077737847550596,0.43043944265809214,0.2512249370588965,71.51515151515153
2026-07-19 14:54:13,SKU-394,0.9962171363722337,0.8342666033055558,1.0,6,7,3,-0.7818314824680299,-0.8660254037844388,0,0.20313977681104595,0.45580354328226463,0.27556325984978725,86.113074204947
2026-03-16 14:54:13,SKU-186,0.6661622848496311,0.17110346080907662,0.7291666666666666,0,3,1,0.0,6.123233995736766e-17,0,0.7900510686589748,0.45448584578525947,0.27387689969341944,-33.13081450541105
2026-06-02 14:54:13,SKU-013,0.4355967467372801,0.04832474482339024,0.5,1,6,2,0.7818314824680298,-1.0,0,0.11367505201437486,0.4420591387680474,0.2532995410508217,-34.61101646791596
2026-03-08 14:54:13,SKU-403,0.6534896916966144,0.6666158098102876,0.75,6,3,1,-0.7818314824680299,6.123233995736766e-17,0,0.2961982220540949,0.462593783494105,0.2500479508504529,50.02171081198439
2026-05-16 14:54:13,SKU-442,0.2746358993758275,0.32585387612062966,0.3125,5,5,2,-0.9749279121818236,-0.8660254037844387,0,0.3574806128239077,0.4654183216695038,0.25831954371375937,-57.973950795947914
2025-09-13 14:54:13,SKU-280,0.1244562133535086,0.16364569941125023,0.14583333333333334,5,9,3,-0.9749279121818236,-1.8369701987210297e-16,0,0.31208624929071305,0.44253199672151816,0.268341856434209,-54.6831955922865
2025-08-15 14:54:13,SKU-112,0.4792888216379799,0.3905046049950298,0.5208333333333334,4,8,3,-0.433883739117558,-0.5000000000000004,0,0.53527520332892,0.44721013807452237,0.25902231186249497,285.10638297872345
2026-07-15 14:54:13,SKU-013,0.5008511443162473,0.05614083709919024,0.5833333333333334,2,7,3,0.9749279121818236,-0.8660254037844388,0,0.9962171363722337,0.45328163419708717,0.24964060941408925,4.498816101026049
2026-02-12 14:54:13,SKU-104,0.2282958199356913,0.2483125671724591,0.22916666666666666,3,2,1,0.43388373911755823,0.5000000000000001,0,0.6661622848496311,0.4543534455582876,0.2385918956736543,-54.41842900302114
2026-01-13 14:54:13,SKU-108,0.315112540192926,0.023854665101768535,0.3541666666666667,1,1,1,0.7818314824680298,0.8660254037844387,0,0.4355967467372801,0.4598575121366874,0.22388365837005753,38.0281690140845
2026-04-25 14:54:13,SKU-470,0.6680537166635142,0.39088579812954083,0.75,5,4,2,-0.9749279121818236,-0.4999999999999998,0,0.6534896916966144,0.46137065758779394,0.22740317212222105,112.00480192076832
2025-11-06 14:54:13,SKU-474,0.19292604501607713,0.13489524537383407,0.22916666666666666,3,11,4,0.43388373911755823,0.8660254037844384,0,0.2746358993758275,0.4630477271294369,0.23756102586517736,-71.12117780294452
2026-04-21 14:54:13,SKU-424,0.14999054284093058,0.1230311339609256,0.16666666666666666,1,4,2,0.7818314824680298,-0.4999999999999998,0,0.1244562133535086,0.4591576823655507,0.24879339840041323,-22.254901960784302
2025-08-15 14:54:13,SKU-485,0.2076792131643654,0.17572910185625193,0.20833333333333334,4,8,3,-0.433883739117558,-0.5000000000000004,0,0.4792888216379799,0.45437235987642643,0.2549102975541619,38.46153846153846
2026-01-26 14:54:13,SKU-333,0.8199356913183279,0.2543845958781218,0.9375,0,1,1,0.0,0.8660254037844387,0,0.5008511443162473,0.4685959271168274,0.22714859986024272,294.8087431693989
2026-04-15 14:54:13,SKU-362,0.12218649517684886,0.07028184263255619,0.125,2,4,2,0.9749279121818236,-0.4999999999999998,0,0.2282958199356913,0.4560683437362083,0.22617338829918981,-85.09803921568627
2026-07-31 14:54:13,SKU-416,0.2487232835256289,0.06701114021771867,0.2916666666666667,4,7,3,-0.433883739117558,-0.8660254037844388,0,0.315112540192926,0.4382069226404388,0.2274807960265821,103.56037151702786
2026-02-24 14:54:13,SKU-341,0.0007565727255532423,0.013270373478289374,0.0,1,2,1,0.7818314824680298,0.5000000000000001,0,0.6680537166635142,0.4149107874661118,0.2287312973417774,-99.69581749049429
2025-09-05 14:54:13,SKU-108,0.7522224323813127,0.04958963415957062,0.75,4,9,3,-0.433883739117558,-1.8369701987210297e-16,0,0.19292604501607713,0.4356724040098354,0.2570000051035669,99325.0000000002
2026-04-04 14:54:13,SKU-341,0.8244751276716474,0.6203034101388509,0.9166666666666666,5,4,2,-0.9749279121818236,-0.4999999999999998,0,0.14999054284093058,0.4392156862745098,0.2782975964399149,9.60523007291927
2026-01-08 14:54:13,SKU-487,0.2759599016455456,0.29220809972422984,0.3125,3,1,1,0.43388373911755823,0.8660254037844387,0,0.2076792131643654,0.43272177038017773,0.27878728879311127,-66.52902041752697
2025-10-17 14:54:13,SKU-255,0.749385284660488,0.4977967083482929,0.8125,4,10,4,-0.433883739117558,0.5000000000000001,0,0.8199356913183279,0.4334026858331757,0.29460202142601527,171.5558601782043
2026-08-07 14:54:13,SKU-309,0.40930584452430485,0.22793343164103644,0.5,4,8,3,-0.433883739117558,-0.5000000000000004,1,0.12218649517684886,0.42345375449215056,0.290580846941854,-45.38112064613833
2025-08-22 14:54:13,SKU-009,0.08530357480612823,0.047515234311301356,0.08333333333333333,4,8,3,-0.433883739117558,-0.5000000000000004,0,0.2487232835256289,0.4195258810919867,0.30258220642587524,-79.15896487985212
2026-05-21 14:54:13,SKU-182,0.5965575940987327,0.14881369383845858,0.7083333333333334,3,5,2,0.43388373911755823,-0.8660254037844387,0,0.0007565727255532423,0.4130760986066452,0.29816025668838386,599.3348115299335
2026-03-24 14:54:13,SKU-366,0.22621524494041986,0.11124914004088612,0.25,1,3,1,0.7818314824680298,6.123233995736766e-17,0,0.7522224323813127,0.4168274383708467,0.29661151768290916,-62.07989854153456
2025-10-07 14:54:13,SKU-365,0.2265935313031965,0.027849494499177778,0.2708333333333333,1,10,4,0.7818314824680298,0.5000000000000001,0,0.8244751276716474,0.4145072820124834,0.2925092924561748,0.16722408026756952
2026-06-30 14:54:13,SKU-422,0.5715906941554757,0.6303828658118515,0.6666666666666666,1,6,2,0.7818314824680298,-1.0,0,0.2759599016455456,0.4216442847235357,0.2906415083722616,152.25375626043407
2026-02-26 14:54:13,SKU-105,0.7429544164932854,0.09623516956912345,0.75,3,2,1,0.43388373911755823,0.5000000000000001,0,0.749385284660488,0.4360065569636215,0.2831676960078682,29.98014559894109
2026-01-28 14:54:13,SKU-074,0.2803101948174768,0.03532825184688541,0.2916666666666667,2,1,1,0.9749279121818236,0.8660254037844387,0,0.40930584452430485,0.42750772334657333,0.2735106208242542,-62.270875763747455
2026-03-19 14:54:13,SKU-261,0.32381312653678834,0.08958645210672195,0.375,3,3,1,0.43388373911755823,6.123233995736766e-17,1,0.08530357480612823,0.40509425635205853,0.27044613438764775,15.519568151147102
2025-08-14 14:54:13,SKU-010,0.5861547191223756,0.2735935571361618,0.625,3,8,3,0.43388373911755823,-0.5000000000000004,0,0.5965575940987327,0.4024273374944833,0.24221581811865786,81.0163551401869
2026-05-29 14:54:13,SKU-488,0.4469453376205788,0.07111701486116662,0.5,4,5,2,-0.433883739117558,-0.8660254037844387,0,0.22621524494041986,0.40280562385725993,0.2287096421312211,-23.74959664407873
2025-11-19 14:54:13,SKU-098,0.04123321354265179,0.022996630616620724,0.041666666666666664,2,11,4,0.9749279121818236,0.8660254037844384,0,0.2265935313031965,0.3823970745854612,0.22670603366105183,-90.77443927211174
2026-01-03 14:54:13,SKU-309,0.8691129184792888,0.3924241013908417,0.875,5,1,1,-0.9749279121818236,0.8660254037844387,0,0.5715906941554757,0.40221297522224325,0.2558373881486689,2007.7981651376144
2025-12-09 14:54:13,SKU-063,0.6589748439568753,0.18653781685512869,0.6875,1,12,4,0.7818314824680298,1.0,0,0.7429544164932854,0.4200302629090221,0.24845281733196123,-24.17845484221981
2026-07-25 14:54:13,SKU-260,0.7015320597692454,0.2810433867306997,0.8333333333333334,5,7,3,-0.9749279121818236,-0.8660254037844388,0,0.2803101948174768,0.427438370846731,0.25836688227132615,6.458094144661319
2026-03-05 14:54:13,SKU-434,0.4838282579912994,0.3295006393266739,0.5625,3,3,1,0.43388373911755823,6.123233995736766e-17,0,0.32381312653678834,0.426870941302566,0.23555654522511,-31.032623348611487
2025-12-04 14:54:13,SKU-076,0.07357669756005296,0.11310891462370243,0.08333333333333333,3,12,4,0.43388373911755823,1.0,0,0.5861547191223756,0.4217136372233781,0.2566145370447811,-84.7928068803753
2026-01-24 14:54:13,SKU-001,0.5706449782485341,0.14859953514966964,0.6458333333333334,5,1,1,-0.9749279121818236,0.8660254037844387,0,0.4469453376205788,0.430231385158565,0.2504411415595389,675.5784061696658
2026-04-18 14:54:13,SKU-368,0.5309249101569888,0.25691810716379476,0.5416666666666666,5,4,2,-0.9749279121818236,-0.4999999999999998,0,0.04123321354265179,0.4256604249416808,0.24072621709288863,-6.960556844547561
2026-01-27 14:54:13,SKU-174,0.6493285417060715,0.6812238585843458,0.7916666666666666,1,1,1,0.7818314824680298,0.8660254037844387,0,0.8691129184792888,0.440873841498014,0.2435941615298294,22.301389383683645
2026-05-31 14:54:13,SKU-446,0.4110081331567997,0.14623492461637486,0.4583333333333333,6,5,2,-0.7818314824680299,-0.8660254037844387,0,0.6589748439568753,0.44957442784187623,0.2337798442389216,-36.70259248470725
2025-10-08 14:54:13,SKU-433,0.15604312464535652,0.019336336687319686,0.16666666666666666,2,10,4,0.9749279121818236,0.5000000000000001,0,0.7015320597692454,0.4478532248912427,0.2438180483998411,-62.03405430280717
2025-09-28 14:54:13,SKU-215,0.4034424059012673,0.22589449161923333,0.4791666666666667,6,9,3,-0.7818314824680299,-1.8369701987210297e-16,0,0.4838282579912994,0.43397011537734065,0.24119814263102676,158.5454545454546
2026-04-06 14:54:13,SKU-382,0.5986381690940041,0.5518930065057117,0.625,0,4,2,0.0,-0.4999999999999998,0,0.07357669756005296,0.4498518378412458,0.24168238792652957,48.38255977496482
2025-09-30 14:54:13,SKU-048,0.7966710800075657,0.8237140388952304,0.875,1,9,3,0.7818314824680298,-1.8369701987210297e-16,0,0.5706449782485341,0.4681167643906437,0.2566080516243308,33.08056872037915
2026-02-03 14:54:13,SKU-216,0.4828825420843578,0.5490566869650845,0.5208333333333334,1,2,1,0.7818314824680298,0.5000000000000001,0,0.5309249101569888,0.48418763003593723,0.2210788705135449,-39.38746438746439
2025-09-06 14:54:13,SKU-367,0.06525439757896727,0.02851203336209779,0.0625,5,9,3,-0.9749279121818236,-1.8369701987210297e-16,0,0.6493285417060715,0.46128869554252566,0.22978021148071476,-86.48648648648648
2026-02-21 14:54:13,SKU-478,0.4147909967845659,0.46836505238139564,0.4375,5,2,1,-0.9749279121818236,0.5000000000000001,0,0.4110081331567997,0.44763255784628964,0.22353106600823489,535.6521739130435
2026-04-09 14:54:13,SKU-114,0.8377151503688292,0.9131413883595189,1.0,3,4,2,0.43388373911755823,-0.4999999999999998,0,0.15604312464535652,0.46635773280373244,0.23770366954065195,101.96078431372548
2026-06-18 14:54:13,SKU-469,0.06430868167202572,0.08954585993695151,0.0625,3,6,2,0.43388373911755823,-1.0,0,0.4034424059012673,0.4435218460374504,0.2601855357720581,-92.32332354933394
2026-02-12 14:54:13,SKU-415,0.3883109513902024,0.27979622730775233,0.4583333333333333,3,2,1,0.43388373911755823,0.5000000000000001,1,0.5986381690940041,0.44282201626631357,0.23956619852137853,503.82352941176475
