warehouse,sku,stock,reorder_level,last_updated
Seattle-Whse,SKU-075,0.8614307153576788,0.022556390977443608,2026-07-18 14:54:21
Seattle-Whse,SKU-462,0.8504252126063031,0.9548872180451128,2026-08-04 14:54:21
Seattle-Whse,SKU-391,0.7208604302151076,0.8170426065162907,2026-08-05 14:54:21
Seattle-Whse,SKU-118,0.9234617308654327,0.656641604010025,2026-07-23 14:54:21
Osaka-Whse,SKU-493,0.5972986493246624,0.8345864661654135,2026-08-04 14:54:21
Sydney-Whse,SKU-014,0.33016508254127064,0.9223057644110275,2026-07-16 14:54:21
Seattle-Whse,SKU-347,0.662831415707854,0.8671679197994987,2026-07-19 14:54:21
Sydney-Whse,SKU-170,0.30665332666333167,0.2631578947368421,2026-08-01 14:54:21
Osaka-Whse,SKU-032,0.8759379689844923,0.6541353383458647,2026-08-02 14:54:21
London-Whse,SKU-451,0.4512256128064032,0.7117794486215538,2026-08-10 14:54:21
Seattle-Whse,SKU-333,0.6688344172086043,0.21052631578947367,2026-08-03 14:54:21
Sydney-Whse,SKU-303,0.1660830415207604,0.49874686716791977,2026-08-03 14:54:21
Seattle-Whse,SKU-168,0.11955977988994497,0.9298245614035088,2026-07-13 14:54:21
Seattle-Whse,SKU-359,0.9624812406203102,0.5213032581453634,2026-08-04 14:54:21
Osaka-Whse,SKU-385,0.871935967983992,0.5538847117794486,2026-08-09 14:54:21
Sydney-Whse,SKU-072,0.631815907953977,0.3157894736842105,2026-08-05 14:54:21
Sydney-Whse,SKU-015,0.6358179089544772,0.7794486215538847,2026-07-15 14:54:21
Rotterdam-Whse,SKU-002,0.03651825912956478,0.15789473684210525,2026-08-07 14:54:21
Rotterdam-Whse,SKU-324,0.11905952976488245,0.9924812030075187,2026-07-26 14:54:21
Sydney-Whse,SKU-279,0.688344172086043,0.949874686716792,2026-07-28 14:54:21
Seattle-Whse,SKU-492,0.6583291645822912,0.7142857142857143,2026-07-14 14:54:21
Osaka-Whse,SKU-448,0.8594297148574287,0.9323308270676691,2026-08-03 14:54:21
Osaka-Whse,SKU-132,0.9289644822411206,0.2982456140350877,2026-07-15 14:54:21
Rotterdam-Whse,SKU-417,0.3356678339169585,0.7493734335839599,2026-07-30 14:54:21
Sydney-Whse,SKU-475,0.49374687343671836,0.16541353383458646,2026-07-15 14:54:21
Rotterdam-Whse,SKU-036,0.7923961980990495,0.6390977443609023,2026-07-24 14:54:21
Rotterdam-Whse,SKU-008,0.3736868434217109,0.44360902255639095,2026-07-25 14:54:21
Seattle-Whse,SKU-357,0.3781890945472736,0.2807017543859649,2026-07-30 14:54:21
London-Whse,SKU-402,0.416208104052026,0.15789473684210525,2026-07-31 14:54:21
Seattle-Whse,SKU-042,0.18609304652326164,0.7644110275689223,2026-07-26 14:54:21
Rotterdam-Whse,SKU-420,0.663831915957979,0.18045112781954886,2026-08-04 14:54:21
Seattle-Whse,SKU-135,0.1805902951475738,0.6591478696741855,2026-07-19 14:54:21
Seattle-Whse,SKU-204,0.822911455727864,0.07518796992481203,2026-07-31 14:54:21
Seattle-Whse,SKU-194,0.32566283141570784,0.06516290726817042,2026-07-29 14:54:21
Sydney-Whse,SKU-442,0.5407703851925963,0.03007518796992481,2026-07-22 14:54:21
London-Whse,SKU-449,0.0240120060030015,0.7268170426065163,2026-07-13 14:54:21
Seattle-Whse,SKU-072,0.7373686843421711,0.9473684210526315,2026-08-02 14:54:21
Osaka-Whse,SKU-214,0.2576288144072036,0.5588972431077694,2026-07-14 14:54:21
Sydney-Whse,SKU-302,0.10105052526263132,0.19047619047619047,2026-07-16 14:54:21
Sydney-Whse,SKU-196,0.6728364182091046,0.2656641604010025,2026-07-21 14:54:21
Sydney-Whse,SKU-009,0.2656328164082041,0.37092731829573933,2026-07-26 14:54:21
London-Whse,SKU-476,0.8089044522261131,0.16541353383458646,2026-08-07 14:54:21
London-Whse,SKU-053,0.7298649324662331,0.5137844611528822,2026-07-27 14:54:21
Osaka-Whse,SKU-403,0.3721860930465233,0.13283208020050125,2026-08-05 14:54:21
Osaka-Whse,SKU-068,0.7568784392196098,0.7268170426065163,2026-07-19 14:54:21
Seattle-Whse,SKU-397,0.592296148074037,0.03508771929824561,2026-07-28 14:54:21
Rotterdam-Whse,SKU-412,0.7728864432216108,0.14035087719298245,2026-08-05 14:54:21
Seattle-Whse,SKU-263,0.19409704852426213,0.9523809523809523,2026-07-14 14:54:21
London-Whse,SKU-313,0.5477738869434717,0.41854636591478694,2026-07-15 14:54:21
London-Whse,SKU-312,0.5992996498249125,0.49624060150375937,2026-07-23 14:54:21
Rotterdam-Whse,SKU-427,0.6218109054527263,0.9473684210526315,2026-08-10 14:54:21
Seattle-Whse,SKU-134,0.8274137068534267,0.3032581453634085,2026-08-11 14:54:21
Rotterdam-Whse,SKU-458,0.7223611805902952,0.9573934837092731,2026-07-31 14:54:21
Seattle-Whse,SKU-137,0.5382691345672836,0.5112781954887218,2026-07-15 14:54:21
Rotterdam-Whse,SKU-327,0.9729864932466233,1.0,2026-08-04 14:54:21
Osaka-Whse,SKU-218,0.08904452226113056,0.09523809523809523,2026-07-20 14:54:21
London-Whse,SKU-234,0.7003501750875438,0.48120300751879697,2026-07-26 14:54:21
Sydney-Whse,SKU-461,0.8894447223611806,0.43107769423558895,2026-08-03 14:54:21
Sydney-Whse,SKU-087,0.832416208104052,0.48370927318295737,2026-08-01 14:54:21
London-Whse,SKU-356,0.847423711855928,0.2606516290726817,2026-08-07 14:54:21
Sydney-Whse,SKU-217,0.6438219109554777,0.12030075187969924,2026-07-17 14:54:21
Rotterdam-Whse,SKU-459,0.9194597298649325,0.06015037593984962,2026-08-09 14:54:21
Sydney-Whse,SKU-370,0.7298649324662331,0.5588972431077694,2026-07-23 14:54:21
Rotterdam-Whse,SKU-352,0.9129564782391195,0.49122807017543857,2026-07-30 14:54:21
London-Whse,SKU-220,0.8999499749874937,0.518796992481203,2026-07-25 14:54:21
Seattle-Whse,SKU-186,0.21560780390195097,0.9624060150375939,2026-08-04 14:54:21
London-Whse,SKU-149,0.5607803901950975,0.5388471177944862,2026-08-07 14:54:21
Osaka-Whse,SKU-367,0.742871435717859,0.6466165413533834,2026-08-05 14:54:21
London-Whse,SKU-011,0.7198599299649825,0.14536340852130325,2026-07-17 14:54:21
London-Whse,SKU-335,0.7868934467233617,0.3032581453634085,2026-07-19 14:54:21
Seattle-Whse,SKU-146,0.662831415707854,0.3107769423558897,2026-07-19 14:54:21
Osaka-Whse,SKU-361,0.7368684342171086,0.7393483709273183,2026-07-21 14:54:21
Seattle-Whse,SKU-308,0.4947473736868434,0.7167919799498746,2026-08-10 14:54:21
Seattle-Whse,SKU-400,0.20260130065032517,0.45112781954887216,2026-07-16 14:54:21
Seattle-Whse,SKU-125,0.6418209104552276,0.9448621553884712,2026-08-09 14:54:21
Seattle-Whse,SKU-214,0.11905952976488245,0.44862155388471175,2026-08-09 14:54:21
London-Whse,SKU-143,0.15807903951975988,0.6090225563909775,2026-08-04 14:54:21
London-Whse,SKU-277,0.8064032016008004,0.7568922305764411,2026-08-01 14:54:21
Seattle-Whse,SKU-437,0.12356178089044523,0.706766917293233,2026-07-31 14:54:21
London-Whse,SKU-158,0.26463231615807903,0.9523809523809523,2026-07-27 14:54:21
Rotterdam-Whse,SKU-446,0.6373186593296648,0.3408521303258145,2026-07-13 14:54:21
Rotterdam-Whse,SKU-229,0.4412206103051526,0.9849624060150376,2026-07-23 14:54:21
London-Whse,SKU-072,0.1585792896448224,0.9674185463659147,2026-07-24 14:54:21
Rotterdam-Whse,SKU-395,0.06753376688344172,0.543859649122807,2026-07-30 14:54:21
Osaka-Whse,SKU-407,0.5712856428214107,0.9849624060150376,2026-07-25 14:54:21
London-Whse,SKU-423,0.3326663331665833,0.02506265664160401,2026-08-02 14:54:21
Rotterdam-Whse,SKU-062,0.2911455727863932,0.15037593984962405,2026-08-08 14:54:21
Sydney-Whse,SKU-488,0.9639819909954978,0.8947368421052632,2026-07-30 14:54:21
London-Whse,SKU-035,0.7548774387193596,0.12531328320802004,2026-08-01 14:54:21
London-Whse,SKU-111,0.6728364182091046,0.03508771929824561,2026-07-26 14:54:21
Osaka-Whse,SKU-039,0.7808904452226113,0.2781954887218045,2026-08-07 14:54:21
Seattle-Whse,SKU-051,0.49674837418709356,0.9172932330827067,2026-08-08 14:54:21
Osaka-Whse,SKU-411,0.6993496748374187,0.42355889724310775,2026-07-21 14:54:21
Sydney-Whse,SKU-325,0.32866433216608304,0.6491228070175439,2026-08-11 14:54:21
Osaka-Whse,SKU-340,0.9309654827413707,0.047619047619047616,2026-07-29 14:54:21
Rotterdam-Whse,SKU-026,0.5917958979489745,0.022556390977443608,2026-07-25 14:54:21
Seattle-Whse,SKU-140,0.3566783391695848,0.8596491228070176,2026-07-19 14:54:21
Sydney-Whse,SKU-435,0.9789894947473737,0.11278195488721804,2026-07-18 14:54:21
Rotterdam-Whse,SKU-159,0.42771385692846425,0.6791979949874687,2026-07-23 14:54:21
Sydney-Whse,SKU-076,0.20860430215107553,0.8195488721804511,2026-07-24 14:54:21
Sydney-Whse,SKU-376,0.8774387193596799,0.15538847117794485,2026-08-03 14:54:21
Sydney-Whse,SKU-032,0.49524762381190596,0.581453634085213,2026-07-29 14:54:21
Sydney-Whse,SKU-194,0.7713856928464232,0.3458646616541353,2026-08-01 14:54:21
London-Whse,SKU-301,0.4837418709354677,0.13784461152882205,2026-07-27 14:54:21
Sydney-Whse,SKU-287,0.384192096048024,0.3458646616541353,2026-07-14 14:54:21
London-Whse,SKU-292,0.16708354177088544,0.46616541353383456,2026-08-09 14:54:21
Rotterdam-Whse,SKU-413,0.49024512256128067,0.9649122807017544,2026-08-06 14:54:21
Seattle-Whse,SKU-261,0.7688844422211105,0.7844611528822055,2026-07-31 14:54:21
Sydney-Whse,SKU-362,0.9899949974987494,0.42105263157894735,2026-07-23 14:54:21
Seattle-Whse,SKU-312,0.29064532266133064,0.7794486215538847,2026-07-21 14:54:21
Rotterdam-Whse,SKU-259,0.17508754377188596,0.06766917293233082,2026-07-28 14:54:21
Rotterdam-Whse,SKU-120,0.5782891445722862,0.949874686716792,2026-07-17 14:54:21
Sydney-Whse,SKU-287,0.6538269134567284,0.9774436090225563,2026-08-06 14:54:21
Seattle-Whse,SKU-295,0.11305652826413207,0.06516290726817042,2026-07-31 14:54:21
Sydney-Whse,SKU-089,0.3091545772886443,0.5513784461152882,2026-07-17 14:54:21
Osaka-Whse,SKU-033,0.30115057528764383,0.45864661654135336,2026-07-19 14:54:21
Osaka-Whse,SKU-398,0.2621310655327664,0.05764411027568922,2026-08-07 14:54:21
Osaka-Whse,SKU-247,0.9394697348674337,0.045112781954887216,2026-07-13 14:54:21
Seattle-Whse,SKU-427,0.45572786393196596,0.44862155388471175,2026-07-25 14:54:21
London-Whse,SKU-488,0.36868434217108553,0.9874686716791979,2026-07-29 14:54:21
Rotterdam-Whse,SKU-250,0.8034017008504252,0.9097744360902256,2026-07-21 14:54:21
Rotterdam-Whse,SKU-243,0.004502251125562781,0.7919799498746867,2026-08-04 14:54:21
London-Whse,SKU-477,0.4467233616808404,0.39097744360902253,2026-07-20 14:54:21
Osaka-Whse,SKU-421,0.9219609804902451,0.41353383458646614,2026-07-18 14:54:21
Seattle-Whse,SKU-076,0.47873936968484243,0.6340852130325815,2026-07-29 14:54:21
Osaka-Whse,SKU-147,0.6748374187093547,0.8446115288220551,2026-08-08 14:54:21
Sydney-Whse,SKU-038,0.45522761380690346,0.8947368421052632,2026-08-04 14:54:21
Seattle-Whse,SKU-309,0.8909454727363681,0.49373433583959897,2026-07-21 14:54:21
Osaka-Whse,SKU-080,0.2816408204102051,0.3208020050125313,2026-07-13 14:54:21
London-Whse,SKU-368,0.496248124062031,0.0,2026-08-05 14:54:21
Seattle-Whse,SKU-112,0.695847923961981,0.2531328320802005,2026-07-25 14:54:21
London-Whse,SKU-099,0.33516758379189593,0.09774436090225563,2026-07-16 14:54:21
London-Whse,SKU-381,0.3791895947973987,0.007518796992481203,2026-07-26 14:54:21
Sydney-Whse,SKU-281,0.17508754377188596,0.8345864661654135,2026-07-13 14:54:21
Seattle-Whse,SKU-012,0.6533266633316658,0.5388471177944862,2026-07-20 14:54:21
Osaka-Whse,SKU-014,0.5397698849424712,0.8546365914786967,2026-07-17 14:54:21
London-Whse,SKU-166,0.9944972486243121,0.7293233082706767,2026-07-25 14:54:21
Seattle-Whse,SKU-078,0.05552776388194097,0.05513784461152882,2026-07-20 14:54:21
London-Whse,SKU-142,0.4957478739369685,0.49122807017543857,2026-07-21 14:54:21
London-Whse,SKU-299,0.5497748874437218,0.042606516290726815,2026-08-08 14:54:21
Sydney-Whse,SKU-468,0.8299149574787393,0.9122807017543859,2026-08-08 14:54:21
Sydney-Whse,SKU-007,0.011005502751375688,0.40350877192982454,2026-07-22 14:54:21
Osaka-Whse,SKU-370,0.9439719859929965,0.05012531328320802,2026-07-15 14:54:21
Rotterdam-Whse,SKU-431,0.15407703851925963,0.20802005012531327,2026-08-02 14:54:21
Seattle-Whse,SKU-203,0.7198599299649825,0.3182957393483709,2026-07-29 14:54:21
London-Whse,SKU-103,0.05302651325662831,0.040100250626566414,2026-07-18 14:54:21
Seattle-Whse,SKU-342,0.9554777388694348,0.5914786967418546,2026-07-27 14:54:21
Rotterdam-Whse,SKU-293,0.6673336668334167,0.38847117794486213,2026-08-11 14:54:21
Sydney-Whse,SKU-073,0.6033016508254128,0.9223057644110275,2026-07-14 14:54:21
Sydney-Whse,SKU-047,0.4797398699349675,0.39849624060150374,2026-07-15 14:54:21
Sydney-Whse,SKU-287,0.003501750875437719,0.17794486215538846,2026-07-15 14:54:21
Osaka-Whse,SKU-087,0.9329664832416208,0.2506265664160401,2026-07-27 14:54:21
Seattle-Whse,SKU-371,0.656328164082041,0.5914786967418546,2026-08-08 14:54:21
Seattle-Whse,SKU-450,0.695847923961981,0.23809523809523808,2026-08-07 14:54:21
Seattle-Whse,SKU-366,0.9044522261130565,0.8295739348370927,2026-07-23 14:54:21
London-Whse,SKU-318,0.3371685842921461,0.47368421052631576,2026-07-22 14:54:21
Sydney-Whse,SKU-194,0.3461730865432716,0.05012531328320802,2026-07-28 14:54:21
Rotterdam-Whse,SKU-202,0.23261630815407705,0.37593984962406013,2026-07-21 14:54:21
Osaka-Whse,SKU-309,0.03251625812906453,0.656641604010025,2026-07-19 14:54:21
Osaka-Whse,SKU-343,0.3586793396698349,0.38095238095238093,2026-07-19 14:54:21
Osaka-Whse,SKU-002,0.6193096548274137,0.43609022556390975,2026-08-01 14:54:21
Sydney-Whse,SKU-127,0.24112056028014006,0.12030075187969924,2026-08-03 14:54:21
Rotterdam-Whse,SKU-017,0.2666333166583292,0.6090225563909775,2026-07-13 14:54:21
Seattle-Whse,SKU-144,0.2176088044022011,0.017543859649122806,2026-07-16 14:54:21
London-Whse,SKU-289,0.09254627313656828,0.02756892230576441,2026-07-18 14:54:21
Osaka-Whse,SKU-083,0.2831415707853927,0.3258145363408521,2026-07-14 14:54:21
Rotterdam-Whse,SKU-325,0.7213606803401701,0.12531328320802004,2026-07-16 14:54:21
Sydney-Whse,SKU-494,0.49024512256128067,1.0,2026-07-15 14:54:21
Seattle-Whse,SKU-033,0.5427713856928464,0.3609022556390977,2026-08-01 14:54:21
Seattle-Whse,SKU-117,0.5137568784392196,0.16290726817042606,2026-07-15 14:54:21
Seattle-Whse,SKU-287,0.42821410705352675,0.5714285714285714,2026-08-08 14:54:21
Sydney-Whse,SKU-152,0.39569784892446225,0.5513784461152882,2026-07-25 14:54:21
Sydney-Whse,SKU-223,0.3381690845422711,0.5263157894736842,2026-07-20 14:54:21
Rotterdam-Whse,SKU-063,0.4427213606803402,0.924812030075188,2026-08-06 14:54:21
Sydney-Whse,SKU-286,0.64032016008004,0.15538847117794485,2026-08-04 14:54:21
London-Whse,SKU-345,0.208104052026013,0.13032581453634084,2026-07-15 14:54:21
London-Whse,SKU-334,0.8374187093546773,0.9649122807017544,2026-07-22 14:54:21
London-Whse,SKU-461,0.3871935967983992,0.8070175438596491,2026-08-03 14:54:21
London-Whse,SKU-447,0.6398199099549775,0.9874686716791979,2026-08-07 14:54:21
Rotterdam-Whse,SKU-008,0.6373186593296648,0.3358395989974937,2026-07-16 14:54:21
Rotterdam-Whse,SKU-447,0.1310655327663832,0.2982456140350877,2026-07-20 14:54:21
Rotterdam-Whse,SKU-323,0.26463231615807903,0.7518796992481203,2026-08-11 14:54:21
Sydney-Whse,SKU-092,0.5937968984492246,0.3583959899749373,2026-07-28 14:54:21
Sydney-Whse,SKU-315,0.968984492246123,0.5939849624060151,2026-07-29 14:54:21
Rotterdam-Whse,SKU-157,0.9949974987493747,0.2706766917293233,2026-07-25 14:54:21
Osaka-Whse,SKU-495,0.38219109554777386,0.13533834586466165,2026-07-16 14:54:21
Rotterdam-Whse,SKU-339,0.8309154577288644,0.8421052631578947,2026-08-03 14:54:21
Rotterdam-Whse,SKU-005,0.28864432216108055,0.2756892230576441,2026-07-19 14:54:21
London-Whse,SKU-170,0.1805902951475738,0.6090225563909775,2026-08-01 14:54:21
Osaka-Whse,SKU-028,0.2591295647823912,0.9949874686716792,2026-07-30 14:54:21
Sydney-Whse,SKU-317,0.28114057028514255,0.3383458646616541,2026-07-25 14:54:21
Seattle-Whse,SKU-197,0.6453226613306653,0.2656641604010025,2026-07-27 14:54:21
Osaka-Whse,SKU-399,0.3071535767883942,0.11528822055137844,2026-07-14 14:54:21
Seattle-Whse,SKU-368,0.0025012506253126563,0.02506265664160401,2026-07-26 14:54:21
Osaka-Whse,SKU-420,0.6813406703351675,0.8270676691729323,2026-08-03 14:54:21
Rotterdam-Whse,SKU-482,0.26463231615807903,0.5162907268170426,2026-07-18 14:54:21
Osaka-Whse,SKU-243,0.7433716858429215,0.87468671679198,2026-07-26 14:54:21
Osaka-Whse,SKU-223,0.44072036018009003,0.9072681704260651,2026-07-25 14:54:21
Rotterdam-Whse,SKU-013,0.41520760380190097,0.6741854636591479,2026-07-16 14:54:21
London-Whse,SKU-274,0.06603301650825413,0.03258145363408521,2026-07-18 14:54:21
London-Whse,SKU-377,0.1470735367683842,0.9899749373433584,2026-08-04 14:54:21
Sydney-Whse,SKU-062,0.7943971985992997,0.7719298245614035,2026-07-15 14:54:21
Rotterdam-Whse,SKU-118,0.16008004002001,0.3258145363408521,2026-08-01 14:54:21
Osaka-Whse,SKU-199,0.45222611305652827,0.08771929824561403,2026-07-20 14:54:21
Osaka-Whse,SKU-306,0.7953976988494247,0.9523809523809523,2026-07-31 14:54:21
Rotterdam-Whse,SKU-032,0.7158579289644822,0.21303258145363407,2026-08-09 14:54:21
Rotterdam-Whse,SKU-445,0.9054527263631816,0.5012531328320802,2026-07-16 14:54:21
Rotterdam-Whse,SKU-320,0.6398199099549775,0.6015037593984962,2026-07-30 14:54:21
Osaka-Whse,SKU-420,0.44772386193096547,0.9874686716791979,2026-08-10 14:54:21
London-Whse,SKU-452,0.3776888444222111,0.7994987468671679,2026-08-11 14:54:21
Seattle-Whse,SKU-282,0.32516258129064535,0.21553884711779447,2026-08-10 14:54:21
Rotterdam-Whse,SKU-349,0.8519259629814907,0.2957393483709273,2026-07-23 14:54:21
London-Whse,SKU-080,0.8234117058529264,0.41102756892230574,2026-07-13 14:54:21
Sydney-Whse,SKU-219,0.7703851925962981,0.9974937343358395,2026-07-20 14:54:21
Seattle-Whse,SKU-195,0.7448724362181091,0.7042606516290727,2026-08-06 14:54:21
Rotterdam-Whse,SKU-300,0.25062531265632815,0.14285714285714285,2026-07-26 14:54:21
Osaka-Whse,SKU-048,0.696848424212106,0.6892230576441103,2026-08-06 14:54:21
Rotterdam-Whse,SKU-163,0.9339669834917459,0.48872180451127817,2026-07-18 14:54:21
London-Whse,SKU-365,0.9299649824912456,0.3283208020050125,2026-08-05 14:54:21
Sydney-Whse,SKU-492,0.03251625812906453,1.0,2026-08-05 14:54:21
Rotterdam-Whse,SKU-491,0.24012006003001501,0.6616541353383458,2026-08-07 14:54:21
Osaka-Whse,SKU-273,0.8774387193596799,0.5614035087719298,2026-07-26 14:54:21
London-Whse,SKU-185,0.7678839419709855,0.43107769423558895,2026-07-19 14:54:21
Rotterdam-Whse,SKU-397,0.847423711855928,0.5112781954887218,2026-08-06 14:54:21
Osaka-Whse,SKU-319,0.591295647823912,0.6942355889724311,2026-08-06 14:54:21
London-Whse,SKU-469,0.3886943471735868,0.20551378446115287,2026-08-09 14:54:21
Osaka-Whse,SKU-071,0.7863931965982992,0.9799498746867168,2026-08-07 14:54:21
London-Whse,SKU-484,0.8309154577288644,0.2857142857142857,2026-07-15 14:54:21
Osaka-Whse,SKU-451,0.4992496248124062,0.49874686716791977,2026-07-28 14:54:21
Sydney-Whse,SKU-219,0.6643321660830416,0.606516290726817,2026-08-08 14:54:21
Osaka-Whse,SKU-301,0.9264632316158079,0.42857142857142855,2026-08-08 14:54:21
London-Whse,SKU-209,0.6688344172086043,0.2606516290726817,2026-07-31 14:54:21
Osaka-Whse,SKU-351,0.03901950975487744,0.3182957393483709,2026-07-14 14:54:21
Seattle-Whse,SKU-334,0.2736368184092046,0.9699248120300752,2026-07-16 14:54:21
Sydney-Whse,SKU-124,0.5557778889444722,0.8421052631578947,2026-07-30 14:54:21
London-Whse,SKU-273,0.02501250625312656,0.13533834586466165,2026-08-11 14:54:21
Sydney-Whse,SKU-337,0.3306653326663332,0.38095238095238093,2026-08-09 14:54:21
Rotterdam-Whse,SKU-219,0.18259129564782392,0.9899749373433584,2026-07-28 14:54:21
London-Whse,SKU-342,0.12856428214107055,0.9699248120300752,2026-07-30 14:54:21
Sydney-Whse,SKU-311,0.3356678339169585,0.6942355889724311,2026-07-18 14:54:21
Rotterdam-Whse,SKU-055,0.0720360180090045,0.5864661654135338,2026-07-24 14:54:21
Sydney-Whse,SKU-353,0.7088544272136068,0.6867167919799498,2026-07-29 14:54:21
Rotterdam-Whse,SKU-183,0.7983991995997999,0.15538847117794485,2026-08-03 14:54:21
Rotterdam-Whse,SKU-431,0.8349174587293647,0.08270676691729323,2026-08-11 14:54:21
Rotterdam-Whse,SKU-473,0.41570785392696347,0.21553884711779447,2026-07-25 14:54:21
Seattle-Whse,SKU-322,0.20710355177588793,0.8471177944862155,2026-07-13 14:54:21
London-Whse,SKU-233,0.19559779889944973,0.42105263157894735,2026-07-16 14:54:21
Rotterdam-Whse,SKU-168,0.6273136568284142,0.37343358395989973,2026-07-19 14:54:21
Osaka-Whse,SKU-381,0.9164582291145573,0.6867167919799498,2026-08-03 14:54:21
Osaka-Whse,SKU-348,0.4317158579289645,0.15288220551378445,2026-07-24 14:54:21
London-Whse,SKU-312,0.032016008004002,0.7744360902255639,2026-08-10 14:54:21
Seattle-Whse,SKU-463,0.15257628814407204,0.9022556390977443,2026-07-21 14:54:21
Seattle-Whse,SKU-169,0.7413706853426714,0.16791979949874686,2026-08-05 14:54:21
Sydney-Whse,SKU-199,0.5777888944472236,0.18796992481203006,2026-07-17 14:54:21
Rotterdam-Whse,SKU-443,0.8724362181090545,0.20802005012531327,2026-07-14 14:54:21
Osaka-Whse,SKU-031,0.17708854427213608,0.5012531328320802,2026-08-07 14:54:21
London-Whse,SKU-368,0.29164582291145574,0.05012531328320802,2026-07-27 14:54:21
Rotterdam-Whse,SKU-016,0.7128564282141071,0.43609022556390975,2026-07-19 14:54:21
London-Whse,SKU-338,0.03851925962981491,0.5989974937343359,2026-08-07 14:54:21
Sydney-Whse,SKU-193,0.7978989494747374,0.47117794486215536,2026-08-01 14:54:21
Rotterdam-Whse,SKU-322,0.7028514257128564,0.07769423558897243,2026-07-21 14:54:21
Rotterdam-Whse,SKU-312,0.6423211605802901,0.9674185463659147,2026-07-15 14:54:21
Osaka-Whse,SKU-471,0.5587793896948474,0.8195488721804511,2026-08-08 14:54:21
Sydney-Whse,SKU-461,0.6693346673336669,0.06015037593984962,2026-07-21 14:54:21
Seattle-Whse,SKU-357,0.5702851425712856,0.49624060150375937,2026-07-20 14:54:21
Osaka-Whse,SKU-014,0.27013506753376687,0.3583959899749373,2026-07-14 14:54:21
Osaka-Whse,SKU-047,0.7633816908454227,0.6491228070175439,2026-07-31 14:54:21
Osaka-Whse,SKU-226,0.3856928464232116,0.20802005012531327,2026-07-15 14:54:21
London-Whse,SKU-006,0.966983491745873,0.6165413533834586,2026-08-09 14:54:21
Osaka-Whse,SKU-065,0.5852926463231616,0.14035087719298245,2026-08-11 14:54:21
Sydney-Whse,SKU-392,0.776888444222111,0.6140350877192983,2026-08-09 14:54:21
Osaka-Whse,SKU-500,0.3966983491745873,0.581453634085213,2026-08-06 14:54:21
London-Whse,SKU-322,0.7808904452226113,0.3132832080200501,2026-07-18 14:54:21
London-Whse,SKU-281,0.39869934967483744,0.9774436090225563,2026-07-16 14:54:21
Rotterdam-Whse,SKU-101,0.19559779889944973,0.02506265664160401,2026-07-13 14:54:21
London-Whse,SKU-500,0.13506753376688344,0.7268170426065163,2026-08-05 14:54:21
Rotterdam-Whse,SKU-170,0.1695847923961981,0.42105263157894735,2026-07-28 14:54:21
Osaka-Whse,SKU-180,0.7478739369684843,0.37343358395989973,2026-08-07 14:54:21
London-Whse,SKU-101,0.28714357178589295,0.23057644110275688,2026-07-28 14:54:21
Rotterdam-Whse,SKU-433,0.15507753876938468,0.17794486215538846,2026-07-15 14:54:21
Seattle-Whse,SKU-029,0.2651325662831416,0.18045112781954886,2026-08-02 14:54:21
